518480.98237, 3,  -0.110, -0.092,  9.413
518481.00347, 3,  -0.124, -0.101,  9.433, 4,   0.026,  0.012,  0.005
518481.02227, 3,  -0.038, -0.125,  9.466
518481.04234, 3,  -0.043, -0.221,  9.538
518481.06336, 3,  -0.139, -0.245,  9.662
518481.08215, 3,  -0.115, -0.106,  9.370, 4,   0.018,  0.007,  0.003
518481.10230, 3,  -0.144, -0.163,  9.370
518481.12317, 3,  -0.043, -0.163,  9.370
518481.14204, 3,  -0.110, -0.221,  9.409, 4,   0.020,  0.009,  0.005
518481.16202, 3,  -0.029, -0.077,  9.322
518481.18328, 3,  -0.101, -0.096,  9.313
518481.20199, 3,  -0.077, -0.173,  9.294, 4,   0.019,  0.008,  0.002, 5,   1.700, 14.100,-46.800
518481.22196, 3,  -0.043, -0.278,  9.476
518481.24301, 3,  -0.057, -0.211,  9.428
518481.26179, 3,  -0.110, -0.154,  9.447, 4,   0.020,  0.010,  0.005, 5,   1.300, 14.100,-46.800
518481.28179, 3,  -0.067, -0.221,  9.576
518481.30282, 3,  -0.101, -0.096,  9.332
518481.32168, 3,  -0.057, -0.135,  9.543, 4,   0.025,  0.010,  0.002, 5,   1.300, 14.100,-46.800
518481.34167, 3,  -0.101, -0.183,  9.466
518481.36283, 3,  -0.072, -0.048,  9.351
518481.38166, 3,  -0.038, -0.163,  9.437, 4,   0.029, -0.006,  0.004, 5,   1.300, 13.700,-46.800
518481.40149, 3,  -0.148, -0.111,  9.437
518481.42259, 3,  -0.043, -0.144,  9.471
518481.44177, 3,  -0.110, -0.111,  9.322, 4,   0.021,  0.035,  0.001, 5,   1.300, 13.700,-46.800
518481.46171, 3,  -0.187, -0.144,  9.452
518481.48256, 3,  -0.057, -0.173,  9.265
518481.50134, 3,  -0.086, -0.111,  9.375, 4,   0.019,  0.011,  0.003, 5,   1.300, 13.700,-46.800
518481.52142, 3,  -0.148, -0.106,  9.433
518481.54409, 3,  -0.072, -0.092,  9.576
518481.56151, 3,  -0.048, -0.149,  9.356, 4,   0.016,  0.011,  0.004, 5,   1.300, 13.700,-46.400
518481.58168, 3,  -0.010, -0.163,  9.351
518481.60259, 3,  -0.096, -0.149,  9.461
518481.62126, 3,  -0.086, -0.116,  9.380, 4,   0.014,  0.018,  0.005, 5,   1.300, 13.700,-46.400
518481.64139, 3,  -0.158, -0.163,  9.337
518481.66230, 3,  -0.091, -0.087,  9.413
518481.68116, 3,  -0.077, -0.044,  9.212, 4,   0.018, -0.070,  0.007, 5,   1.300, 13.700,-46.400
518481.70114, 3,  -0.129, -0.120,  9.284
518481.72220, 3,  -2.519,  0.469,  9.624
518481.74091, 3,  -3.524, -0.226,  9.480, 4,   0.007, -0.017, -0.092, 5,   1.300, 13.700,-46.400
518481.76102, 3,  -4.080, -0.159,  9.294
518481.78275, 3,  -3.539, -0.331,  9.552
518481.80069, 3,  -3.213, -1.193,  9.634, 4,  -0.033,  0.106,  0.037, 5,   1.300, 13.700,-46.400
518481.82068, 3,  -1.480, -1.605,  9.327
518481.84163, 3,   2.974, -0.752,  9.710
518481.86051, 3,   7.374, -0.360,  9.667, 4,  -0.062,  0.054,  1.082, 5,   1.700, 13.700,-46.400
518481.88050, 3,  12.234,  2.336,  9.643
518481.90147, 3,  12.589, -0.503,  9.495
518481.92042, 3,  15.428,  1.479, 10.136, 4,   0.009,  0.050,  0.312, 5,   1.700, 13.700,-46.400
518481.94038, 3,  10.788,  0.857, 10.180
518481.96133, 3,  -1.302, -2.371,  9.605
518481.98029, 3,  -7.441, -3.448,  9.758, 4,   0.157, -0.224, -2.519, 5,   1.700, 13.700,-46.400
518482.00029, 3, -14.049, -1.868,  9.480
518482.02134, 3, -19.613, -3.171,  9.634
518482.04031, 3, -12.617, -1.140, 10.132, 4,  -0.015,  0.076, -1.325, 5,   2.100, 13.700,-46.400
518482.06030, 3, -18.220, -2.179,  9.629
518482.08107, 3, -13.001, -2.562,  8.939
518482.09998, 3,  -1.614, -1.763,  9.543, 4,  -0.074,  0.263,  1.705, 5,   2.100, 13.700,-46.400
518482.12004, 3,   8.217, -1.777,  8.954
518482.14099, 3,  16.855, -1.088,  9.514
518482.15991, 3,  19.613,  0.785, 10.069, 4,  -0.117,  0.072,  2.323, 5,   2.100, 13.700,-46.400
518482.17992, 3,  15.605, -0.168, 10.749
518482.20085, 3,  18.569,  0.957,  8.446
518482.21980, 3,  13.786,  0.301,  9.452, 4,   0.098, -0.068, -0.317, 5,   2.100, 13.700,-46.400
518482.24009, 3,   1.666, -2.931,  9.787
518482.26073, 3, -11.281, -3.582,  9.816
518482.27964, 3, -19.613, -3.467,  9.188, 4,   0.131, -0.282, -2.992, 5,   2.100, 13.700,-46.400
518482.29962, 3, -19.613, -0.997,  9.739
518482.32057, 3, -19.613, -1.131,  9.720
518482.33949, 3, -19.613, -3.491,  9.270, 4,  -0.020, -0.054,  0.075, 5,   2.100, 13.700,-46.400
518482.35964, 3, -10.645, -4.056,  8.638
518482.38042, 3,  10.803, -2.620,  9.380
518482.39937, 3,  19.613, -1.217,  9.854, 4,  -0.101,  0.248,  3.749, 5,   2.100, 13.700,-46.400
518482.41941, 3,  19.613, -0.125,  9.954
518482.44042, 3,  19.149,  1.819, 10.476
518482.45933, 3,  18.593, -0.278,  8.944, 4,   0.006,  0.090, -0.177, 5,   2.100, 13.700,-46.400
518482.47939, 3,  12.426, -0.767, 10.462
518482.50036, 3,  -2.796, -4.272,  8.355
518482.51930, 3, -18.033, -3.601, 10.467, 4,   0.170, -0.218, -3.227, 5,   2.100, 13.700,-46.400
518482.53929, 3, -19.613, -2.074,  9.840
518482.56015, 3,  -9.347,  1.436,  8.556
518482.57907, 3, -14.609,  2.125,  9.734, 4,   0.015, -0.030,  0.112, 5,   2.100, 13.700,-46.400
518482.59907, 3, -15.179, -1.801,  8.848
518482.62005, 3,  -7.302, -3.367,  9.686
518482.63904, 3,   3.792, -2.289,  9.030, 4,  -0.056,  0.346,  1.837, 5,   2.100, 13.700,-46.400
518482.65901, 3,  13.819, -0.599,  9.327
518482.67998, 3,  18.234, -1.260,  9.543
518482.69900, 3,  12.330, -0.312, 10.448, 4,  -0.048,  0.060,  1.353, 5,   2.100, 13.700,-46.400
518482.72112, 3,  14.547, -1.533,  9.581
518482.74163, 3,  12.110, -0.781,  9.136
518482.75892, 3,   1.135, -3.472, 10.031, 4,   0.084, -0.037, -1.041, 5,   2.800, 13.700,-46.400
518482.77861, 3,  -5.133, -2.218,  8.724
518482.79966, 3,  -9.438,  0.555,  9.193
518482.81855, 3, -18.694, -0.379,  9.169, 4,   0.083, -0.117, -1.663, 5,   2.800, 13.700,-46.400
518482.83849, 3, -12.507, -1.432,  9.011
518482.85937, 3, -16.491, -0.877, 10.026
518482.87851, 3, -16.395, -3.769,  9.495, 4,  -0.030, -0.062,  0.337, 5,   2.300, 13.700,-46.400
518482.89843, 3,  -4.003, -2.993,  9.203
518482.92232, 3,  13.748, -2.414,  9.744
518482.93846, 3,  19.613, -0.336, 10.218, 4,  -0.101,  0.108,  2.835, 5,   2.300, 13.700,-46.400
518482.95839, 3,  18.052, -1.662,  8.997
518482.97944, 3,  19.613,  1.800,  9.131
518482.99853, 3,  18.397, -0.494,  9.461, 4,   0.083, -0.025, -0.389, 5,   3.000, 13.700,-46.400
518483.01826, 3,   2.145, -2.821,  8.959
518483.03921, 3, -14.585, -4.348,  9.375
518483.05813, 3, -19.613, -5.110,  9.428, 4,   0.142, -0.137, -3.749, 5,   3.500, 13.700,-46.400
518483.07822, 3, -19.613, -1.571,  9.294
518483.09987, 3, -19.613, -1.279,  9.117
518483.11801, 3, -19.613, -3.692,  9.907, 4,  -0.027, -0.138,  0.572, 5,   2.100, 13.700,-46.400
518483.13794, 3,  -8.643, -5.292,  9.849
518483.15890, 3,  15.002, -4.779,  8.666
518483.17797, 3,  19.613, -2.280,  9.605, 4,  -0.120,  0.171,  4.319, 5,   1.600, 13.700,-46.400
518483.19793, 3,  19.613,  1.321, 10.563
518483.21886, 3,  19.613, -0.781,  8.915
518483.23776, 3,  19.613,  0.057,  9.629, 4,   0.025, -0.052, -0.209, 5,   3.200, 13.700,-46.400
518483.25774, 3,   9.328, -1.279,  9.346
518483.27878, 3,  -7.930, -3.573,  9.145
518483.29765, 3, -19.613, -5.771,  9.361, 4,   0.145, -0.138, -4.036, 5,   3.800, 13.700,-46.400
518483.31764, 3, -19.613, -3.223,  9.552
518483.33856, 3, -19.613, -2.036,  8.820
518483.35751, 3, -19.613, -1.964, 10.500, 4,  -0.012, -0.153, -0.066, 5,   2.500, 13.700,-46.400
518483.37758, 3, -17.099, -5.747, 10.117
518483.39850, 3,   6.153, -5.019,  9.849
518483.41743, 3,  19.613, -2.227,  9.796, 4,  -0.123,  0.242,  3.735, 5,   1.600, 13.700,-46.400
518483.43739, 3,  19.613, -1.710,  9.868
518483.45835, 3,  19.613, -0.001,  8.662
518483.47730, 3,  19.613,  2.034,  9.921, 4,  -0.020, -0.007,  0.275, 5,   2.700, 13.700,-46.400
518483.49727, 3,  19.613, -0.326,  8.848
518483.51820, 3,   4.530, -2.893,  9.773
518483.53714, 3, -13.891, -4.310,  8.221, 4,   0.185, -0.164, -4.178, 5,   3.900, 14.100,-46.400
518483.55711, 3, -19.613, -6.350,  9.854
518483.57814, 3, -19.613, -2.673,  8.331
518483.59702, 3, -19.613, -2.131,  9.366, 4,   0.038, -0.060, -1.474, 5,   2.800, 14.100,-46.400
518483.61700, 3, -19.613, -4.416,  9.342
518483.63794, 3, -13.455, -4.875,  9.193
518483.65687, 3,   3.874, -4.368,  9.567, 4,  -0.124,  0.295,  2.717, 5,   1.500, 14.100,-46.400
518483.67697, 3,  19.613, -1.854,  8.815
518483.69783, 3,  19.613, -0.690,  9.366
518483.71675, 3,  19.613,  6.923, 11.262, 4,  -0.137,  0.050,  2.207, 5,   1.900, 14.100,-46.400
518483.73673, 3,  19.613,  1.383,  9.366
518483.75766, 3,  19.613, -0.839,  8.997
518483.77671, 3,  12.316, -2.457,  9.337, 4,   0.163, -0.131, -1.503, 5,   3.300, 14.100,-46.400
518483.79661, 3,  -4.750, -3.295,  9.844
518483.81761, 3, -19.613, -5.464,  9.720
518483.83651, 3, -19.613, -5.660,  9.298, 4,   0.073, -0.114, -3.867, 5,   3.300, 14.100,-46.400
518483.85647, 3, -19.613, -2.424,  9.356
518483.87746, 3, -19.613, -5.584,  9.576
518483.89638, 3, -18.378, -7.169,  9.231, 4,   0.005,  0.146,  0.913, 5,   1.400, 14.100,-46.400
518483.91637, 3,   5.871, -5.866,  9.878
518483.93731, 3,  19.613, -3.041,  9.332
518483.95625, 3,  19.613, -2.079, 10.156, 4,  -0.124,  0.090,  4.273, 5,   0.600, 14.100,-46.400
518483.97633, 3,  19.613,  4.726, 11.171
518483.99721, 3,  19.613,  1.565,  9.562
518484.01609, 3,  19.613, -0.733,  9.998, 4,   0.031,  0.052, -0.427, 5,   2.700, 14.100,-46.400
518484.03610, 3,  10.195, -3.463, 10.108
518484.05704, 3, -12.761, -5.613,  9.002
518484.07611, 3, -19.613, -7.016,  9.610, 4,   0.176, -0.170, -4.592, 5,   3.600, 14.100,-46.400
518484.09601, 3, -19.613, -3.989,  9.840
518484.11692, 3, -19.613, -2.922, 10.180
518484.13586, 3, -19.613, -7.150,  8.863, 4,  -0.016, -0.062,  0.601, 5,   1.400, 14.100,-46.800
518484.15586, 3,  -8.523, -7.566, 10.127
518484.17690, 3,  13.206, -6.580,  8.949
518484.19573, 3,  19.613, -2.926,  9.677, 4,  -0.174,  0.166,  4.779, 5,   0.600, 14.100,-46.800
518484.21575, 3,  19.613,  1.335,  9.959
518484.23670, 3,  19.613,  1.225,  7.958
518484.25558, 3,  19.613,  0.569, 10.184, 4,  -0.004,  0.069, -0.077, 5,   2.700, 14.100,-46.800
518484.27568, 3,  11.952, -3.434, 10.227
518484.29657, 3, -14.700, -5.153,  9.571
518484.31548, 3, -19.613, -6.953,  9.456, 4,   0.217, -0.200, -4.686, 5,   4.200, 14.100,-46.800
518484.33546, 3, -19.613, -6.317,  9.500
518484.35652, 3, -19.613, -2.984, 10.136
518484.37542, 3, -19.613, -7.983,  9.878, 4,  -0.023,  0.021,  0.732, 5,   1.800, 14.100,-46.800
518484.39535, 3,  -7.092, -6.977,  8.868
518484.41633, 3,  13.369, -5.895, 10.146
518484.43518, 3,  19.613, -1.782,  9.126, 4,  -0.184,  0.138,  4.655, 5,   0.500, 14.100,-46.800
518484.45524, 3,  19.613,  1.091, 10.472
518484.47622, 3,  19.613, -4.186,  9.112
518484.49510, 3,  19.613,  0.569, 11.113, 4,   0.018, -0.009, -0.340, 5,   2.900, 14.100,-46.800
518484.51528, 3,  12.301, -3.736,  9.279
518484.53597, 3, -11.258, -5.871,  9.418
518484.55487, 3, -19.613, -8.002,  9.150, 4,   0.237, -0.153, -5.014, 5,   4.000, 14.100,-46.800
518484.57504, 3, -19.613, -6.475,  9.433
518484.59587, 3, -19.613, -0.197,  9.897
518484.61486, 3, -19.613, -8.026,  8.920, 4,  -0.026, -0.074,  0.190, 5,   1.800, 14.100,-46.800
518484.63481, 3,  -9.802, -6.431,  8.733
518484.65576, 3,  10.247, -6.192,  9.768
518484.67480, 3,  19.613, -2.945,  9.907, 4,  -0.146,  0.179,  3.973, 5,   0.300, 14.100,-46.800
518484.69468, 3,  19.613,  1.091,  9.892
518484.71571, 3,  19.613, -0.350,  8.537
518484.73459, 3,  19.613, -0.202,  9.696, 4,   0.003,  0.042, -0.065, 5,   2.200, 14.100,-46.800
518484.75454, 3,   9.840, -3.190,  9.825
518484.77559, 3, -15.768, -7.126,  8.997
518484.79449, 3, -19.613, -7.068,  9.337, 4,   0.203, -0.186, -4.951, 5,   3.600, 14.100,-46.800
518484.81446, 3, -19.613, -9.874,  9.825
518484.83533, 3, -19.613, -6.570, 10.266
518484.85430, 3, -19.613, -8.165,  9.236, 4,   0.012, -0.074,  0.972, 5,   1.400, 14.100,-46.800
518484.87437, 3,  -4.113, -6.982,  8.915
518484.89530, 3,  19.613, -7.293,  9.035
518484.91419, 3,  19.613, -2.208, 10.146, 4,  -0.198,  0.175,  5.335, 5,   0.200, 14.100,-46.800
518484.93418, 3,  19.613,  6.473, 11.113
518484.95513, 3,  19.613,  1.206,  7.814
518484.97415, 3,  19.613, -3.530, 11.377, 4,   0.080, -0.019, -0.530, 5,   3.100, 14.100,-46.800
518484.99407, 3,  -3.405, -7.538,  9.198
518485.01498, 3, -19.613, -9.779,  9.662
518485.03394, 3, -19.613, -6.182,  9.217, 4,   0.165, -0.166, -5.166, 5,   4.300, 14.100,-46.800
518485.05388, 3, -19.613, -2.443,  9.198
518485.07497, 3, -19.613, -8.194,  9.538
518485.09380, 3, -19.216, -9.630,  8.551, 4,  -0.033,  0.299,  1.561, 5,   1.400, 14.100,-46.800
518485.11386, 3,  12.009, -9.817, 10.089
518485.13473, 3,  19.613, -3.597, 10.754
518485.15365, 3,  19.613, -2.251,  9.801, 4,  -0.240,  0.121,  5.266, 5,   1.400, 14.100,-46.800
518485.17371, 3,  19.613, -5.522, 10.208
518485.19470, 3,  19.613, -5.220, 10.572
518485.21348, 3,  -2.514, -8.289, 10.213, 4,   0.268, -0.300, -3.316, 5,   4.700, 14.100,-46.800
518485.23346, 3, -19.613, -7.504,  9.705
518485.25439, 3, -19.613, -4.080,  8.700
518485.27343, 3, -19.613, -2.170,  6.976, 4,   0.080, -0.189, -2.960, 5,   4.000, 14.100,-46.800
518485.29345, 3, -19.613, -5.421,  9.279
518485.31451, 3, -19.613, -7.892,  9.030
518485.33329, 3,   4.410, -9.247, 10.663, 4,  -0.105,  0.288,  3.519, 5,   1.100, 14.100,-46.800
518485.35328, 3,  19.613, -4.487,  8.580
518485.37426, 3,  19.613, -1.341,  9.940
518485.39319, 3,  19.613, -6.024, 10.831, 4,  -0.150, -0.044,  3.209, 5,   1.900, 14.100,-46.800
518485.41323, 3,  19.613,  0.402, 12.239
518485.43412, 3,  17.880, -6.814,  9.279
518485.45305, 3, -19.613, -8.653,  9.174, 4,   0.286, -0.104, -5.359, 5,   4.700, 14.100,-46.800
518485.47305, 3, -19.613, -7.590,  9.677
518485.49405, 3, -19.613, -5.009,  9.859
518485.51295, 3, -19.613, -4.387, 10.615, 4,  -0.006, -0.118, -2.511, 5,   3.000, 14.100,-46.800
518485.53297, 3, -19.613,-10.660,  9.763
518485.55377, 3,   2.682, -7.016,  8.551
518485.57270, 3,  19.613, -5.852, 10.309, 4,  -0.103,  0.336,  4.348, 5,   0.400, 14.100,-46.800
518485.59280, 3,  19.613, -1.461,  9.423
518485.61382, 3,  19.613,  3.610,  9.844
518485.63268, 3,  19.613,  0.603,  7.086, 4,  -0.048, -0.017,  1.523, 5,   2.100, 14.100,-46.800
518485.65260, 3,  19.613, -3.391, 10.208
518485.67363, 3,  -6.929, -7.873, 10.792
518485.69257, 3, -19.613, -7.796,  9.567, 4,   0.193, -0.151, -5.501, 5,   3.900, 14.100,-46.800
518485.71261, 3, -19.613, -6.791,  8.274
518485.73345, 3, -19.613, -4.468,  9.308
518485.75239, 3, -19.613, -7.466,  9.423, 4,  -0.011, -0.080, -1.255, 5,   1.900, 14.100,-46.800
518485.77236, 3, -18.718, -7.308,  9.581
