ID, X, Y, Z
517315.58505, -0.225, 1.651, 9.303
517315.60610, -0.335, 1.790, 9.121
517315.62503, -0.508, 1.910, 9.366
517315.64502, -0.584, 1.704, 9.950
517315.66599, -0.067, 1.757, 9.662
517315.68499, -0.369, 1.604, 9.083
517315.70496, -0.268, 1.632, 9.145
517315.72575, 0.005, 2.097, 9.136
517315.74491, -0.345, 1.527, 8.097
517315.76471, -0.618, 1.656, 8.829
517315.78570, -0.139, 1.364, 9.907
517315.80481, 0.551, 0.957, 10.213
517315.82459, 0.354, 0.861, 10.553
517315.84562, -0.043, 0.842, 9.418
517315.86456, -0.172, 1.321, 8.987
517315.88451, -0.536, 1.704, 9.131
517315.90534, -0.551, 1.493, 9.974
517315.92442, 0.273, 1.211, 9.978
517315.94432, 0.412, 0.248, 9.615
517315.96537, 0.460, 1.331, 9.801
517315.98435, 0.891, 2.441, 7.704
517316.00451, 0.254, 2.212, 7.177
517316.02546, 0.474, 1.809, 8.092
517316.04442, 0.747, 1.694, 9.461
517316.06456, 0.733, 1.575, 9.830
517316.08501, 0.795, 1.383, 9.787
517316.10406, 0.881, 1.450, 8.872
517316.12390, 0.546, 1.450, 8.575
517316.14500, 0.402, 1.489, 8.676
517316.16390, 0.436, 1.666, 8.504
517316.18383, 0.249, 1.862, 8.307
517316.20481, 0.057, 2.025, 8.820
517316.22380, 0.345, 1.991, 9.208
517316.24379, 0.350, 1.814, 9.461
517316.26468, 0.637, 1.699, 9.102
517316.28391, 0.474, 1.704, 8.767
517316.30387, 0.527, 1.881, 8.604
517316.32482, 0.302, 1.891, 8.844
517316.34409, 0.263, 1.853, 8.638
517316.36402, 0.292, 1.795, 8.422
517316.38498, 0.431, 1.350, 8.053
517316.40391, 0.302, 1.436, 7.895
517316.42374, 0.187, 1.580, 7.532
517316.44462, 0.335, 1.920, 7.369
517316.46368, 0.359, 1.872, 7.340
517316.48365, 0.235, 1.517, 7.661
517316.50465, 0.455, 1.484, 8.168
517316.52343, 0.608, 1.407, 8.307
517316.54326, 0.819, 1.723, 7.575
517316.56455, 0.881, 1.776, 7.460
517316.58484, 0.618, 1.829, 8.025
517316.60312, 0.637, 1.694, 9.729
517316.62410, 0.910, 1.666, 10.486
517316.64315, 1.173, 2.159, 9.428
517316.66302, 0.402, 2.006, 8.992
517316.68516, -0.096, 1.551, 11.343
517316.70315, -0.239, 1.235, 14.211
517316.72289, 0.273, 0.871, 14.058
517316.74387, 0.627, 1.029, 11.923
517316.76311, 0.436, 1.206, 10.055
517316.78307, 0.086, 0.842, 10.419
517316.80370, 0.259, 0.023, 11.994
517316.82270, 0.804, 0.296, 12.133
517316.84264, 0.666, 0.909, 11.176
517316.86392, 0.445, 1.139, 9.471
517316.88382, 0.512, 0.866, 9.624
517316.90243, 0.445, 0.871, 10.347
517316.92351, 0.340, 1.058, 10.395
517316.94244, 0.220, 1.225, 9.394
517316.96253, 0.230, 1.412, 8.106
517316.98326, 0.124, 1.134, 7.129
517317.00258, -0.062, 1.364, 7.105
517317.02226, -0.235, 1.355, 7.426
517317.04319, -0.086, 1.709, 7.158
517317.06243, -0.110, 1.450, 6.947
517317.08334, -0.124, 1.513, 8.053
517317.10302, -0.335, 1.723, 8.149
517317.12207, -0.278, 1.833, 7.436
517317.14199, -0.302, 1.886, 6.636
517317.16318, -0.101, 1.742, 6.679
517317.18317, -0.287, 1.680, 7.278
517317.20183, -0.273, 1.929, 7.551
517317.22288, -0.393, 1.718, 7.536
517317.24189, 0.072, 1.570, 7.991
517317.26200, 0.062, 1.398, 8.590
517317.28395, 0.096, 1.450, 9.428
517317.30205, -0.096, 1.431, 9.945
517317.32174, 0.072, 1.718, 10.055
517317.34253, -0.196, 1.694, 11.137
517317.36179, -0.450, 1.618, 11.463
517317.38267, -0.326, 1.144, 11.554
517317.40239, 0.077, 0.320, 12.176
517317.42158, 0.139, -0.005, 13.009
517317.44144, 0.335, -0.202, 12.990
517317.46258, 0.350, 0.004, 12.727
517317.48155, 0.283, 0.387, 11.477
517317.50154, 0.287, 0.641, 10.103
517317.52218, 0.120, 1.101, 9.691
517317.54115, -0.014, 0.885, 10.022
517317.56129, -0.172, 0.612, 10.950
517317.58330, -0.105, 0.502, 11.166
517317.60132, 0.340, 0.727, 10.433
517317.62100, 0.503, 0.948, 9.255
517317.64225, 0.311, 1.043, 8.374
517317.66210, 0.594, 0.938, 8.188
517317.68110, 0.508, 0.847, 7.867
517317.70167, 0.642, 1.058, 7.364
517317.72080, 0.488, 1.058, 7.110
517317.74069, -0.249, 0.909, 6.995
517317.76197, -0.215, 1.149, 7.594
517317.78215, -0.077, 1.422, 7.374
517317.80071, -0.034, 1.335, 7.010
517317.82171, 0.038, 1.220, 7.220
517317.84050, 0.115, 1.158, 7.273
517317.86051, 0.263, 1.115, 7.522
517317.88260, 0.369, 1.393, 7.632
517317.90069, 0.565, 1.297, 8.480
517317.92033, 0.488, 1.067, 9.380
517317.94141, 0.421, 0.895, 9.935
517317.96060, 0.311, 1.034, 10.074
517317.98142, -0.053, 1.125, 10.041
517318.00109, -0.168, 1.264, 10.496
517318.02011, -0.393, 1.240, 11.444
517318.04021, 0.196, 1.043, 11.348
517318.06097, 0.110, 0.584, 11.626
517318.08027, 0.062, 0.751, 12.081
517318.10030, 0.005, 0.991, 11.142
517318.12087, 0.010, 0.948, 11.132
517318.14021, 0.005, 1.053, 10.496
517318.15981, -0.144, 1.015, 10.309
517318.18101, 0.072, 1.273, 10.180
517318.20000, 0.048, 1.292, 9.768
517318.21965, -0.057, 1.369, 10.093
517318.24063, 0.048, 1.283, 11.219
517318.25954, -0.115, 1.197, 11.420
517318.28093, -0.201, 0.866, 11.022
517318.30093, 0.014, 0.828, 10.280
517318.31944, -0.321, 0.900, 9.380
517318.33973, -0.431, 0.976, 8.642
517318.36037, -0.532, 1.110, 7.670
