ID, X, Y, Z
512804.21721, -0.192, 1.106, 7.397
512804.23837, -0.345, 0.952, 7.929
512804.25731, -0.407, 1.220, 8.513
512804.27741, -0.464, 1.115, 8.125
512804.29842, -0.010, 0.986, 8.844
512804.31698, 0.038, 1.019, 9.236
512804.33702, -0.010, 1.177, 9.016
512804.35819, -0.192, 1.268, 9.188
512804.37803, -0.177, 1.187, 9.337
512804.39728, -0.029, 1.283, 9.763
512804.41787, -0.249, 1.398, 10.414
512804.43679, -0.192, 0.962, 11.396
512804.45678, -0.019, 0.928, 11.468
512804.47784, 0.148, 1.426, 10.567
512804.49643, 0.211, 2.082, 9.270
512804.51660, -0.105, 1.848, 9.184
512804.53744, 0.153, 0.727, 10.524
512804.55665, 0.168, -0.341, 12.219
512804.57635, 0.340, -0.618, 12.708
512804.59735, 0.603, 0.493, 10.452
512804.61647, 0.192, 0.813, 8.580
512804.63628, -0.239, 0.823, 8.006
512804.65750, -0.048, 1.005, 8.705
512804.67636, 0.235, 0.981, 8.638
512804.69646, 0.311, 0.876, 8.523
512804.71734, 0.196, 0.962, 8.724
512804.73615, 0.259, 1.048, 8.810
512804.75640, 0.225, 0.976, 8.829
512804.77720, 0.421, 1.096, 8.575
512804.79711, 0.441, 1.259, 8.389
512804.81636, 0.235, 1.220, 8.264
512804.83706, 0.168, 1.264, 8.293
512804.85619, 0.019, 1.378, 8.188
512804.87620, 0.067, 1.388, 8.408
512804.89709, -0.110, 1.498, 8.681
512804.91614, -0.053, 1.613, 8.882
512804.93571, -0.067, 1.599, 9.026
512804.95721, -0.091, 1.560, 9.452
512804.97614, -0.029, 1.699, 9.442
512804.99589, -0.177, 1.671, 9.720
512805.01664, 0.115, 1.757, 10.160
512805.03577, 0.101, 1.608, 10.395
512805.05543, 0.019, 1.484, 11.003
512805.07645, -0.048, 1.273, 11.003
512805.09511, -0.005, 1.393, 10.567
512805.11510, -0.297, 1.790, 9.835
512805.13615, -0.527, 1.216, 10.136
512805.15516, -0.584, 0.234, 11.496
512805.17525, -0.239, 0.153, 11.875
512805.19607, -0.316, 0.473, 10.299
512805.21486, -0.163, 0.713, 8.987
512805.23491, -0.536, 0.574, 8.757
512805.25587, -0.694, 0.670, 8.939
512805.27482, -0.613, 0.842, 9.117
512805.29483, -0.627, 0.617, 8.839
512805.31573, -0.417, 0.512, 8.949
512805.33473, -0.330, 0.847, 9.231
512805.35473, -0.129, 0.828, 8.915
512805.37564, 0.067, 0.833, 8.111
512805.39453, -0.105, 0.948, 7.819
512805.41456, -0.048, 1.211, 7.637
