TIME, X, Y, Z
685325.57892, -0.115, 0.813, 8.302
685325.59921, -0.129, 0.584, 8.690
685325.61751, 0.249, 0.564, 9.231
685325.63734, 0.541, 0.804, 9.677
685325.65729, 0.014, 0.976, 10.438
685325.67820, 0.024, 0.847, 11.678
685325.69878, 0.153, 0.579, 12.119
685325.71700, 0.120, 0.133, 12.377
685325.73734, 0.086, 0.033, 12.239
685325.75736, 0.283, 0.382, 11.875
685325.77687, 0.460, 0.967, 10.467
685325.79713, 0.283, 1.264, 9.514
685325.81712, 0.153, 0.895, 9.500
685325.83688, -0.096, 0.373, 11.472
685325.85728, 0.239, 0.406, 12.751
685325.87712, 0.211, 0.876, 11.899
685325.89704, 0.139, 1.268, 9.557
685325.91714, -0.196, 1.287, 8.049
685325.93665, -0.259, 1.230, 8.144
685325.95692, -0.120, 1.244, 8.757
685325.97694, -0.182, 1.024, 8.925
685325.99648, -0.115, 1.005, 8.710
685326.01668, -0.168, 1.144, 8.537
685326.03657, -0.388, 0.971, 7.345
685326.05651, -0.297, 0.890, 7.393
685326.07655, -0.124, 0.914, 7.187
685326.09921, -0.148, 1.043, 6.488
685326.11647, -0.354, 0.876, 6.718
685326.13626, -0.244, 0.976, 6.895
685326.15668, -0.086, 1.254, 6.301
685326.17613, -0.206, 1.311, 6.497
685326.19869, -0.124, 0.837, 7.862
685326.21636, 0.115, 0.842, 9.629
685326.23596, 0.311, 0.876, 10.304
685326.25631, 0.220, 0.971, 9.777
685326.27662, 0.077, 1.283, 9.562
685326.29605, -0.115, 1.335, 10.132
685326.31632, -0.014, 1.125, 11.415
685326.33594, 0.584, 0.952, 12.353
685326.35609, 0.464, 0.924, 11.018
685326.37603, 0.498, 1.230, 10.802
685326.39576, 1.068, 1.225, 11.176
685326.41582, 1.053, 1.244, 11.879
685326.43560, 0.977, 1.675, 11.113
685326.45623, 0.527, 1.268, 10.376
685326.47551, 0.192, 0.473, 11.286
685326.49603, 0.373, 0.229, 12.655
685326.51608, 0.364, 0.871, 11.171
685326.53532, 0.029, 1.177, 9.662
685326.55539, -0.077, 1.019, 8.968
685326.57562, 0.005, 0.962, 9.054
685326.59530, 0.148, 0.943, 8.982
685326.61524, 0.321, 0.900, 8.853
685326.63543, 0.498, 1.077, 8.235
685326.65510, 0.441, 1.067, 7.785
685326.67526, 0.306, 0.933, 7.445
685326.69547, 0.153, 1.086, 8.053
685326.71491, 0.220, 0.967, 8.408
685326.73496, 0.292, 1.091, 7.714
685326.75535, 0.163, 0.995, 7.019
685326.77504, 0.206, 0.976, 6.785
685326.79475, 0.168, 1.005, 6.967
685326.81521, 0.254, 1.053, 7.589
685326.83474, 0.493, 0.995, 7.479
685326.85501, 0.335, 0.933, 8.149
685326.87510, 0.259, 0.924, 8.935
685326.89454, 0.431, 0.837, 8.724
685326.91443, 0.670, 1.062, 8.293
685326.93475, 0.527, 0.991, 8.930
685326.95469, 0.493, 1.120, 10.778
685326.97431, 0.536, 1.072, 11.621
685326.99447, 0.139, 0.445, 12.492
685327.01404, 0.168, 0.325, 12.737
685327.03427, -0.043, 0.545, 11.822
685327.05440, -0.244, 0.828, 11.578
685327.07400, -0.263, 0.785, 11.357
685327.09399, -0.527, 0.967, 11.271
685327.11403, -0.814, 0.943, 11.453
685327.13386, -0.709, 0.928, 10.836
685327.15380, -0.316, 1.091, 11.132
685327.17393, -0.144, 1.110, 10.946
685327.19366, 0.220, 1.177, 10.663
685327.21366, 0.153, 1.158, 9.998
685327.23376, 0.441, 1.115, 8.839
685327.25353, 0.551, 1.053, 7.943
685327.27346, 0.407, 1.359, 7.096
685327.29355, 0.086, 1.129, 6.430
685327.31336, 0.101, 1.244, 6.081
685327.33334, 0.096, 1.508, 5.918
685327.35353, -0.431, 1.469, 5.755
685327.37325, -0.493, 1.340, 7.091
685327.39320, -0.450, 1.096, 7.819
685327.41337, 0.005, 1.010, 8.006
685327.43312, -0.101, 1.268, 7.192
685327.45308, -0.230, 1.249, 6.277
685327.47314, -0.373, 1.264, 6.943
685327.49300, -0.259, 1.311, 8.216
685327.51317, -0.110, 1.230, 9.576
685327.53316, -0.656, 1.417, 9.873
685327.55295, -0.929, 1.493, 9.547
685327.57285, -0.675, 1.560, 10.625
685327.59295, -0.934, 1.498, 12.167
685327.61272, -0.235, 1.560, 13.388
685327.63268, 0.062, 1.254, 12.655
685327.65284, 0.306, 0.995, 12.674
685327.67260, 0.340, 1.240, 12.631
685327.69259, 0.412, 1.800, 11.717
685327.71277, 0.211, 1.819, 10.328
685327.73257, 0.273, 1.249, 10.668
685327.75244, 0.417, 0.995, 12.330
685327.77263, 0.283, 1.139, 12.430
685327.79240, 0.148, 1.335, 11.247
685327.81230, 0.177, 1.393, 10.543
685327.83239, 0.077, 1.350, 9.701
685327.85224, 0.110, 1.383, 8.283
685327.87221, 0.034, 1.527, 7.000
685327.89239, -0.158, 1.666, 6.339
685327.91212, -0.259, 1.714, 6.397
685327.93207, -0.081, 1.738, 6.081
685327.95221, 0.019, 1.714, 6.406
685327.97195, -0.005, 1.565, 6.349
685327.99193, 0.043, 1.441, 6.473
685328.01205, -0.034, 1.259, 6.967
685328.03193, 0.139, 0.971, 7.579
685328.05180, 0.057, 0.670, 7.718
685328.07204, 0.120, 0.813, 7.417
685328.09177, -0.211, 0.880, 7.096
685328.11175, -0.297, 0.861, 7.589
685328.13218, -0.120, 1.005, 9.030
685328.15166, 0.101, 1.197, 9.835
685328.17164, 0.369, 1.934, 10.113
685328.19172, 0.120, 2.073, 10.290
685328.21156, 0.235, 1.321, 12.588
685328.23144, 0.254, 0.766, 13.915
685328.25175, 0.091, 1.144, 13.584
685328.27139, -0.201, 1.240, 12.784
685328.29130, -0.498, 0.847, 12.540
685328.31144, -0.579, 0.598, 12.588
685328.33119, -0.393, 0.837, 11.927
685328.35118, -0.211, 0.847, 11.199
685328.37129, -0.077, 0.952, 10.611
685328.39112, -0.048, 0.957, 10.816
685328.41101, 0.129, 1.187, 10.414
685328.43120, 0.110, 1.302, 8.891
685328.45102, 0.139, 1.249, 7.790
685328.47091, 0.393, 1.326, 7.125
685328.49105, 0.072, 1.206, 7.005
685328.51081, -0.086, 1.177, 6.631
685328.53081, -0.321, 1.082, 6.727
685328.55089, -0.230, 1.340, 7.072
685328.57073, -0.306, 1.608, 5.975
685328.59064, -0.776, 1.460, 5.544
685328.61089, -0.417, 1.359, 6.028
685328.63056, -0.532, 1.283, 7.876
685328.65051, 0.206, 1.048, 9.346
685328.67065, -0.134, 1.038, 8.647
685328.69042, -0.192, 1.072, 7.125
685328.71038, 0.024, 1.331, 6.741
685328.73072, -0.196, 1.187, 8.729
685328.75030, 0.177, 1.125, 11.559
685328.77037, 0.153, 1.106, 12.526
685328.79044, -0.302, 1.091, 12.464
685328.81029, -0.680, 1.197, 11.899
685328.83011, -0.431, 0.943, 11.927
685328.85025, 0.062, 0.991, 12.047
685328.87003, 0.939, 1.369, 11.626
685328.88999, 0.986, 1.450, 11.075
685328.91009, 0.939, 1.867, 10.620
685328.92988, 0.527, 1.857, 10.333
685328.94987, -0.014, 0.742, 11.659
685328.97003, 0.388, 0.258, 13.929
685328.98979, 0.393, 0.478, 13.790
685329.00977, -0.062, 0.756, 10.711
685329.02991, 0.158, 1.268, 8.302
685329.04974, 0.081, 1.441, 6.789
685329.06961, 0.330, 1.474, 6.799
685329.08969, 0.350, 1.398, 7.330
685329.10951, -0.019, 1.316, 7.115
685329.12948, 0.115, 1.532, 6.698
685329.14968, 0.196, 1.474, 6.133
685329.16936, 0.383, 1.259, 6.483
685329.18936, 0.182, 1.426, 6.832
685329.20947, 0.014, 1.216, 7.661
685329.22927, 0.177, 0.828, 7.527
685329.24921, 0.024, 0.971, 7.206
685329.26929, 0.062, 0.608, 7.077
685329.28913, 0.105, 0.857, 7.891
685329.30910, 0.211, 1.120, 8.437
685329.32933, 0.005, 0.986, 9.227
685329.34925, 0.259, 0.909, 9.974
685329.36896, 0.321, 1.249, 10.194
685329.38913, 0.292, 0.837, 11.367
685329.40891, 0.393, 0.727, 12.162
685329.42883, 0.263, 0.579, 12.511
685329.44890, 0.153, 0.737, 12.109
685329.46875, 0.038, 0.828, 11.678
685329.48870, -0.450, 1.038, 11.741
685329.50889, -0.536, 1.326, 11.688
685329.52861, -0.378, 1.345, 10.797
685329.54856, -0.326, 1.287, 10.409
685329.56876, -0.306, 1.192, 11.276
685329.58848, -0.148, 1.115, 12.028
685329.60844, -0.177, 1.177, 11.472
685329.62853, -0.134, 1.331, 9.787
685329.64836, -0.067, 1.364, 8.470
685329.66831, -0.053, 1.359, 7.503
685329.68851, 0.014, 1.254, 6.756
685329.70823, -0.148, 1.177, 6.603
685329.72819, -0.326, 1.201, 6.741
685329.74833, -0.244, 1.340, 7.029
685329.76811, -0.115, 1.139, 6.373
685329.78807, -0.273, 0.799, 6.397
685329.80814, -0.038, 0.957, 6.277
685329.82803, -0.263, 1.096, 6.885
685329.84793, -0.450, 0.933, 7.239
685329.86812, -0.388, 0.976, 7.785
685329.88784, -0.359, 0.670, 8.465
685329.90778, 0.034, 0.454, 8.906
685329.92803, -0.019, 0.837, 8.724
685329.94803, -0.192, 0.813, 9.169
685329.96767, -0.101, 1.297, 10.582
685329.98783, -0.268, 1.733, 11.290
685330.00766, -0.230, 1.704, 12.353
685330.02761, 0.364, 1.216, 13.019
685330.04781, 0.915, 0.995, 12.813
685330.06752, 0.867, 0.885, 12.741
685330.08750, 0.637, 1.259, 12.377
685330.10766, 0.139, 1.220, 11.659
685330.12742, -0.302, 0.699, 12.282
685330.14731, -0.359, 0.904, 11.937
685330.16748, -0.340, 1.163, 10.203
685330.18721, -0.077, 1.445, 8.140
685330.20717, -0.043, 1.943, 7.378
685330.22742, 0.182, 2.192, 7.465
685330.24716, 0.139, 1.987, 7.891
685330.26703, 0.225, 2.159, 8.010
685330.28723, 0.153, 2.030, 7.584
685330.30700, 0.177, 1.972, 7.685
685330.32694, 0.153, 1.920, 8.025
685330.34706, 0.321, 1.829, 8.097
685330.36684, 0.067, 2.030, 7.991
685330.38685, -0.129, 1.862, 8.106
685330.40707, 0.177, 1.819, 7.958
685330.42670, 0.426, 1.929, 7.488
685330.44665, 0.431, 2.034, 7.393
685330.46690, 0.335, 1.795, 8.638
685330.48656, 0.326, 1.675, 9.514
685330.50655, 0.134, 1.235, 10.103
685330.52660, 0.148, 0.971, 10.472
685330.54676, 0.302, 1.302, 9.710
685330.56638, 0.010, 1.781, 8.499
685330.58661, 0.038, 2.183, 8.724
685330.60657, -0.120, 2.791, 9.701
685330.62657, -1.020, 2.250, 10.716
685330.64664, -1.159, 1.407, 12.507
685330.66633, -0.785, 0.861, 13.014
685330.68645, -0.206, 0.852, 12.291
685330.70623, -0.321, 1.038, 12.258
685330.72604, -0.594, 0.550, 13.311
685330.74599, -0.857, 0.129, 14.096
685330.76627, -0.713, 0.172, 13.211
685330.78596, -0.512, 0.555, 11.314
685330.80599, -0.287, 0.938, 9.270
685330.82607, -0.034, 1.029, 7.848
685330.84584, 0.211, 1.264, 7.623
685330.86604, 0.091, 1.216, 7.967
685330.88612, 0.225, 1.455, 7.872
685330.90584, -0.105, 1.326, 8.058
685330.92571, -0.081, 1.378, 7.991
685330.94598, 0.010, 1.436, 7.508
685330.96565, 0.139, 1.541, 7.445
685330.98563, 0.019, 1.805, 7.694
685331.00580, -0.335, 1.790, 8.245
685331.02558, -0.297, 1.867, 9.131
685331.04535, -0.460, 1.661, 9.298
685331.06551, -0.335, 1.604, 9.672
685331.08561, -0.254, 1.484, 10.558
685331.10531, -0.062, 1.115, 11.568
685331.12551, -0.187, 1.168, 10.836
685331.14523, -0.311, 1.680, 9.643
685331.16518, -0.436, 1.728, 9.480
685331.18525, -0.292, 1.819, 10.060
685331.20498, -0.321, 1.714, 10.711
685331.22498, -0.249, 1.326, 11.085
685331.24511, -0.124, 0.895, 11.334
685331.26491, 0.019, 1.158, 10.127
685331.28484, -0.062, 1.149, 9.500
685331.30506, 0.220, 1.019, 9.940
685331.32497, 0.378, 0.962, 9.682
685331.34571, 0.302, 1.043, 8.844
685331.36506, 0.464, 1.182, 8.561
685331.38480, 0.527, 0.895, 8.302
685331.40478, 0.479, 0.627, 8.796
685331.42478, 0.407, 0.464, 9.648
685331.44482, 0.522, 0.483, 9.830
685331.46461, 0.268, 0.421, 9.634
685331.48482, 0.187, 0.435, 9.140
685331.50443, 0.110, 0.454, 9.471
685331.52452, 0.014, 0.699, 8.920
685331.54465, -0.096, 0.608, 8.566
685331.56443, 0.053, 0.660, 8.551
685331.58437, -0.057, 0.636, 8.781
685331.60448, -0.148, 0.684, 8.978
685331.62434, -0.105, 0.737, 9.217
685331.64426, -0.057, 0.785, 9.021
685331.66453, -0.086, 0.861, 9.337
685331.68433, -0.024, 0.842, 9.174
685331.70425, -0.263, 0.679, 9.236
685331.72429, -0.225, 0.866, 9.351
685331.74422, -0.350, 0.857, 9.198
685331.76401, -0.340, 1.034, 9.433
685331.78409, -0.134, 1.187, 9.179
685331.80386, 0.072, 1.244, 8.935
685331.82380, -0.072, 1.187, 9.428
685331.84401, -0.067, 1.455, 9.591
685331.86370, 0.010, 1.513, 9.433
685331.88359, -0.129, 1.426, 9.332
685331.90371, -0.105, 1.417, 9.552
685331.92348, -0.062, 1.393, 9.576
685331.94351, -0.163, 1.331, 9.696
685331.96362, -0.297, 1.201, 9.543
