ID, X, Y, Z
512882.50957, 0.062, 1.556, 9.011
512882.52920, 0.182, 1.632, 8.968
512882.55047, 0.101, 1.604, 8.920
512882.56933, 0.172, 1.407, 8.781
512882.58949, 0.158, 1.465, 8.609
512882.61029, -0.029, 1.326, 9.217
512882.62930, -0.029, 1.402, 9.385
512882.64909, 0.072, 1.311, 8.944
512882.67012, 0.105, 1.383, 9.495
512882.68904, 0.077, 1.125, 10.357
512882.70918, 0.086, 1.010, 10.146
512882.73016, -0.024, 1.077, 10.180
512882.74894, -0.464, 0.818, 9.796
512882.76900, -0.991, -0.034, 10.974
512882.78969, -0.230, 0.105, 12.698
512882.80891, -0.278, 0.991, 13.124
512882.82890, -0.584, 0.813, 11.784
512882.85092, -0.259, 0.847, 9.610
512882.86863, -0.311, 0.981, 8.619
512882.88847, -0.522, 1.240, 8.820
512882.90972, -0.005, 0.651, 10.591
512882.92874, 0.417, 0.215, 11.228
512882.94859, 0.627, -0.331, 11.798
512882.96947, 0.287, -1.021, 11.932
512882.98818, 0.694, -1.375, 11.726
512883.00853, 0.675, -1.475, 12.435
512883.02984, 0.302, -1.035, 13.426
512883.04827, 0.345, -0.585, 13.302
512883.06828, 0.364, -0.609, 12.253
512883.08928, 0.306, -0.341, 10.682
512883.10806, 0.311, -0.029, 9.993
512883.12833, -0.215, 0.100, 10.376
512883.14939, -0.230, 0.086, 11.223
512883.16799, -0.168, 0.157, 11.329
512883.18790, 0.067, -0.063, 10.759
512883.20902, 0.168, -0.025, 10.400
512883.22810, 0.239, 0.071, 10.098
512883.24817, 0.172, 0.038, 9.610
512883.26893, -0.038, 0.296, 9.433
512883.28755, 0.072, 0.095, 9.619
512883.30794, 0.077, 0.009, 9.619
512883.32914, 0.311, 0.272, 8.777
512883.34764, 0.057, 0.359, 8.427
512883.36768, -0.388, 0.382, 8.470
512883.38834, 0.024, 0.392, 8.111
512883.40768, 0.077, 0.440, 8.015
512883.42727, 0.134, 0.378, 8.465
512883.44850, 0.211, 0.291, 9.078
512883.46740, 0.359, 0.315, 8.590
512883.48724, 0.417, 0.507, 7.814
512883.50845, 0.369, 0.473, 7.718
512883.52714, 0.498, 0.411, 7.737
512883.54687, 0.488, 0.699, 7.867
512883.56804, 0.091, 0.497, 7.924
512883.58675, 0.043, 0.339, 8.183
512883.60699, 0.225, 0.421, 8.125
512883.62818, 0.306, 0.584, 7.891
512883.64727, 0.029, 0.397, 7.891
512883.66673, 0.158, 0.727, 7.771
512883.68779, 0.072, 0.761, 7.761
512883.70707, -0.345, 0.679, 7.809
512883.72712, -0.278, 0.708, 8.030
512883.74898, -0.005, 0.751, 8.398
512883.76652, -0.124, 0.593, 8.575
512883.78664, 0.024, 0.598, 8.317
512883.80776, -0.268, 0.866, 8.250
512883.82685, -0.335, 0.943, 8.322
512883.84762, -0.263, 0.938, 8.480
512883.86788, -0.249, 0.924, 8.212
512883.88627, -0.120, 1.134, 8.001
512883.90663, -0.460, 1.062, 8.777
512883.92739, -0.129, 1.072, 8.992
512883.94614, -0.148, 1.129, 9.227
512883.96636, -0.196, 0.976, 9.308
512883.98711, -0.053, 1.005, 9.279
512884.00632, -0.158, 1.072, 9.169
512884.02665, -0.072, 1.163, 9.332
512884.04745, -0.029, 1.378, 9.073
512884.06605, -0.192, 1.345, 8.714
512884.08592, -0.244, 1.445, 8.824
512884.10712, -0.168, 1.311, 9.193
512884.12635, -0.508, 1.096, 9.270
512884.14624, -0.364, 1.345, 9.753
512884.16698, -0.512, 1.699, 8.791
512884.18558, -0.546, 1.733, 8.001
512884.20535, -0.383, 1.623, 8.666
512884.22623, -0.235, 1.484, 8.997
512884.24541, -0.172, 1.508, 9.562
512884.26540, -0.148, 1.311, 10.031
512884.28630, 0.115, 1.350, 9.806
512884.30505, -0.105, 1.436, 9.356
