ID, X, Y, Z
517273.55530, 0.828, 1.762, 6.684
517273.57631, 0.761, 1.517, 6.708
517273.59521, 0.354, 1.675, 6.550
517273.61518, 0.215, 1.742, 7.345
517273.63624, 0.445, 1.383, 7.804
517273.65519, 0.512, 1.283, 7.814
517273.67532, 0.498, 0.981, 8.216
517273.69611, 0.263, 1.144, 8.144
517273.71508, 0.096, 1.139, 7.742
517273.73513, 0.570, 1.225, 7.723
517273.75602, 0.752, 1.211, 8.168
517273.77515, 0.225, 1.321, 9.921
517273.79531, -0.369, 0.890, 11.094
517273.81606, -0.340, 0.809, 10.520
517273.83500, -0.005, 1.709, 10.706
517273.85514, -0.057, 1.450, 12.708
517273.87602, 0.268, 0.842, 13.718
517273.89495, -0.273, 0.885, 13.440
517273.91475, -0.330, 1.383, 11.616
517273.93608, 0.081, 1.819, 9.768
517273.95481, 0.316, 2.135, 9.519
517273.97473, 0.019, 2.082, 9.849
517273.99557, -0.579, 1.278, 8.820
517274.01477, -0.785, 0.880, 8.623
517274.03450, -0.637, 0.703, 10.089
517274.05537, -0.010, 1.201, 12.258
517274.07442, 0.412, 1.814, 10.496
517274.09433, 0.067, 1.714, 8.451
517274.11529, 0.010, 1.182, 7.115
517274.13440, -0.024, 1.331, 7.239
517274.15408, 0.297, 1.872, 6.914
517274.17534, 0.642, 2.389, 6.301
517274.19404, 0.723, 2.303, 6.660
517274.21404, -0.215, 1.714, 8.370
517274.23496, -0.469, 1.369, 8.896
517274.25396, -0.737, 1.264, 7.043
517274.27389, -0.637, 1.508, 5.932
517274.29474, -0.330, 1.709, 6.813
517274.31372, 0.412, 1.982, 8.968
517274.33366, 0.622, 2.231, 9.495
517274.35465, 0.273, 1.853, 8.719
517274.37456, -0.345, 1.527, 8.561
517274.39373, -0.388, 1.484, 9.907
517274.41502, -0.057, 1.900, 11.094
517274.43358, -0.201, 2.130, 11.683
517274.45360, -0.484, 1.441, 11.247
517274.47479, -0.661, 0.756, 12.713
517274.49337, -0.737, 0.866, 13.081
517274.51330, -0.412, 1.699, 11.539
517274.53437, 1.097, 2.432, 9.275
517274.55335, 1.393, 2.169, 9.907
517274.57330, 0.187, 1.163, 12.722
517274.59519, -0.412, 1.278, 11.884
517274.61326, -0.340, 1.929, 8.733
517274.63335, 0.225, 2.183, 6.890
517274.65413, 0.450, 2.125, 8.537
517274.67442, 0.603, 1.714, 11.975
517274.69315, 0.326, 1.163, 11.712
517274.71405, 0.488, 1.412, 9.097
517274.73316, 0.498, 1.599, 6.646
517274.75323, 0.618, 1.781, 6.354
517274.77400, 0.838, 1.958, 6.967
517274.79344, 0.709, 2.020, 7.321
517274.81286, 0.402, 1.508, 7.062
517274.83393, 0.081, 1.182, 6.933
517274.85312, 0.177, 1.292, 6.650
517274.87322, 0.546, 1.833, 6.411
517274.89523, 1.125, 2.202, 6.406
517274.91258, 0.699, 2.020, 7.924
517274.93272, 0.283, 1.450, 9.193
517274.95358, -0.225, 1.139, 9.662
517274.97320, -0.115, 1.125, 8.240
517274.99455, 0.536, 1.709, 8.111
517275.01345, 0.560, 2.173, 10.285
517275.03251, 0.354, 1.905, 11.061
517275.05217, -0.196, 1.398, 11.041
517275.07333, -0.005, 1.369, 11.817
517275.09209, 0.498, 1.690, 12.679
517275.11206, 0.895, 1.666, 13.388
517275.13296, 0.962, 1.819, 12.535
517275.15204, 0.680, 1.991, 10.639
517275.17195, 0.551, 1.862, 9.935
517275.19316, -0.029, 1.757, 10.764
517275.21296, -0.536, 1.589, 10.639
517275.23202, -0.493, 1.575, 9.428
517275.25300, 0.187, 1.556, 7.991
517275.27220, 0.364, 1.618, 9.337
517275.29221, 0.124, 1.153, 12.277
517275.31272, 0.120, 0.919, 12.014
517275.33211, 0.263, 1.268, 9.399
517275.35179, 0.306, 1.541, 7.599
517275.37268, 0.503, 1.699, 6.282
517275.39208, 0.326, 1.958, 5.659
517275.41289, 0.354, 2.240, 5.559
517275.43248, -0.311, 1.915, 7.110
517275.45168, -0.378, 1.350, 8.537
517275.47160, -0.354, 1.350, 7.556
517275.49233, -0.273, 1.819, 6.253
517275.51258, -0.177, 1.920, 6.923
517275.53123, 0.555, 2.207, 8.010
517275.55234, 0.862, 2.547, 8.647
517275.57151, 0.603, 2.097, 9.313
517275.59114, -0.048, 1.455, 9.595
517275.61364, -0.441, 1.211, 10.285
517275.63111, 0.091, 1.517, 10.271
517275.65116, 0.436, 2.566, 10.807
517275.67201, 0.005, 2.537, 12.104
517275.69100, 0.599, 1.872, 11.611
517275.71073, 0.479, 1.632, 10.888
517275.73173, 0.555, 1.575, 11.085
517275.75064, 0.010, 2.015, 12.258
