TIME, X, Y, Z
720302.94163, -0.373, -0.403, 11.745
720302.96145, -0.077, -0.388, 11.721
720302.98141, 0.139, -0.379, 10.955
720303.00153, 0.359, -0.144, 10.117
720303.02140, 0.273, 0.014, 9.773
720303.04125, 0.158, -0.001, 9.485
720303.06143, -0.081, 0.110, 9.533
720303.08120, -0.287, 0.153, 9.356
720303.10121, -0.484, 0.239, 9.006
720303.12126, -0.244, 0.272, 8.628
720303.14109, -0.354, 0.301, 8.379
720303.16103, -0.417, 0.464, 8.221
720303.18115, -0.220, 0.631, 7.939
720303.20101, -0.053, 0.804, 8.001
720303.22094, -0.038, 0.775, 8.508
720303.24117, -0.096, 0.622, 8.930
720303.26082, -0.096, 0.794, 8.523
720303.28078, -0.196, 0.833, 8.183
720303.30094, -0.220, 0.991, 8.077
720303.32070, -0.417, 1.144, 7.900
720303.34065, -0.484, 1.019, 8.360
720303.36079, -0.345, 1.029, 8.815
720303.38070, -0.316, 0.847, 8.480
720303.40057, -0.172, 1.144, 8.111
720303.42077, -0.383, 1.407, 7.977
720303.44044, -0.757, 1.316, 8.240
720303.46037, -0.651, 1.244, 9.389
720303.48049, -0.393, 1.412, 9.878
720303.50031, -0.464, 1.493, 9.337
720303.52025, -0.675, 1.551, 9.140
720303.54042, -0.876, 1.460, 10.089
720303.56025, -0.704, 1.393, 11.520
720303.58020, -0.268, 1.431, 11.865
720303.60028, -0.263, 1.441, 11.506
720303.62024, -0.350, 1.580, 10.208
720303.64006, -0.263, 1.455, 9.840
720303.66024, 0.038, 1.292, 10.041
720303.67997, 0.388, 1.335, 9.974
720303.69991, 0.172, 1.129, 10.304
720303.72012, 0.383, 1.000, 10.840
720303.73986, 0.168, 0.253, 11.018
720303.75983, 0.321, -0.173, 12.291
720303.77991, 0.378, 0.047, 12.215
720303.79967, 0.110, 0.359, 10.845
720303.81965, -0.091, 0.540, 9.725
720303.83972, -0.034, 0.593, 9.294
720303.85952, -0.057, 0.483, 9.097
720303.87951, -0.034, 0.641, 8.757
720303.89964, -0.278, 0.871, 8.595
720303.91948, -0.192, 0.852, 8.307
720303.93944, -0.019, 1.053, 7.833
720303.95958, 0.192, 1.015, 7.996
720303.97927, 0.369, 0.995, 7.843
720303.99931, 0.196, 1.019, 8.202
720304.01953, -0.168, 1.201, 8.082
720304.03922, -0.215, 1.230, 7.484
720304.05909, 0.067, 1.331, 6.780
720304.07922, 0.005, 1.321, 6.583
720304.09909, 0.067, 1.292, 6.923
720304.11899, 0.177, 1.398, 7.168
720304.13925, 0.220, 1.541, 7.656
720304.15896, 0.019, 1.637, 7.623
720304.17899, -0.086, 1.704, 6.957
720304.19917, 0.124, 1.431, 8.690
720304.21888, 0.421, 1.417, 10.275
720304.23894, 0.287, 1.479, 10.946
720304.25914, 0.263, 1.197, 10.476
720304.27926, 0.215, 1.216, 10.227
720304.29902, 0.239, 1.661, 9.945
720304.31918, 0.120, 1.422, 11.310
720304.33893, 0.397, 1.388, 13.206
720304.35870, 0.498, 1.556, 12.804
720304.37879, 0.369, 1.168, 12.042
720304.39873, 0.527, 1.302, 11.271
720304.41881, 0.287, 1.489, 10.577
720304.43904, 0.000, 1.331, 10.424
720304.45860, 0.268, 0.646, 11.377
720304.47845, 0.153, 0.004, 12.459
720304.49848, 0.139, -0.020, 12.497
720304.51821, -0.014, 0.296, 10.692
720304.53813, -0.235, 0.555, 9.054
720304.55835, -0.752, 0.631, 9.045
720304.57806, -0.742, 0.612, 8.868
720304.59805, -0.709, 0.727, 8.427
720304.61820, -0.761, 0.727, 7.613
720304.63804, -0.843, 0.651, 7.541
720304.65796, -0.560, 0.598, 7.642
720304.67835, -0.110, 0.842, 7.991
720304.69795, 0.168, 0.770, 7.895
720304.71801, 0.038, 0.847, 7.010
720304.73816, -0.129, 0.833, 6.287
720304.75881, -0.311, 1.106, 6.234
720304.77792, -0.455, 1.038, 6.718
720304.79815, -0.263, 1.225, 7.527
720304.81801, -0.417, 1.220, 7.646
720304.83780, -0.441, 1.192, 7.302
720304.85922, -0.517, 1.536, 7.685
720304.87781, -0.690, 1.618, 8.623
720304.89751, -0.871, 1.465, 9.509
720304.91780, -0.632, 1.790, 10.103
720304.93746, -0.733, 1.498, 10.390
720304.95771, -0.670, 1.484, 10.601
720304.97770, -0.713, 1.570, 10.989
720304.99734, -0.369, 1.905, 11.501
720305.01731, -0.503, 1.872, 12.061
720305.03746, -0.622, 1.853, 11.171
720305.05721, -0.431, 1.704, 10.678
720305.07696, -0.306, 1.436, 11.108
720305.09706, 0.115, 1.398, 11.228
720305.11685, 0.134, 1.359, 10.721
720305.13681, 0.086, 1.201, 10.994
720305.15702, -0.168, 0.608, 11.190
720305.17679, -0.168, 0.119, 11.808
720305.19669, -0.014, -0.025, 11.999
720305.21690, 0.129, -0.092, 10.936
720305.23666, 0.134, 0.536, 8.973
720305.25656, 0.168, 0.315, 8.647
720305.27667, 0.599, 0.234, 9.437
720305.29648, 0.618, 0.263, 9.696
720305.31646, 0.670, 0.157, 8.772
720305.33656, 0.699, 0.483, 8.250
720305.35641, 0.512, 0.483, 7.570
720305.37630, 0.431, 0.531, 7.211
720305.39648, 0.393, 1.005, 7.584
720305.41623, 0.182, 1.000, 6.990
720305.43628, 0.043, 1.058, 6.804
720305.45634, -0.034, 1.034, 6.492
720305.47616, -0.153, 1.110, 6.277
720305.49635, 0.105, 1.153, 6.588
720305.51639, 0.196, 1.335, 7.038
720305.53621, 0.311, 1.273, 7.168
720305.55645, 0.235, 1.106, 8.044
720305.57645, 0.254, 0.986, 8.690
720305.59611, 0.517, 0.847, 9.514
720305.61625, 0.670, 0.948, 9.993
720305.63613, 0.646, 1.139, 10.553
720305.65595, 0.484, 1.062, 11.118
720305.67612, 0.134, 0.967, 11.966
720305.69619, 0.527, 1.292, 12.253
720305.71598, 0.474, 1.278, 11.832
720305.73598, 0.345, 1.460, 10.998
720305.75610, -0.541, 1.211, 11.688
720305.77590, -0.484, 1.019, 11.343
720305.79577, 0.120, 1.350, 10.328
720305.81586, -0.192, 1.225, 9.701
720305.83586, -0.359, 1.297, 10.261
720305.85577, 0.005, 0.459, 12.593
720305.87603, 0.230, -0.254, 13.388
720305.89626, 0.450, 0.009, 12.272
720305.91558, 0.124, 0.483, 10.247
720305.93556, -0.235, 0.924, 8.911
720305.95532, -0.670, 0.952, 8.920
720305.97567, -0.474, 0.967, 9.121
720305.99527, -0.359, 0.880, 8.753
720306.01539, -0.235, 0.857, 8.097
720306.03506, 0.124, 0.756, 7.819
720306.05524, 0.077, 0.502, 8.259
720306.07506, 0.005, 0.847, 7.694
720306.09473, -0.124, 0.766, 7.125
720306.11487, -0.172, 0.948, 6.512
720306.13474, -0.168, 1.043, 5.798
720306.15463, -0.278, 1.029, 6.243
720306.17475, -0.421, 1.101, 7.412
720306.19456, -0.153, 1.287, 7.488
720306.21453, -0.397, 1.369, 6.861
720306.23465, -0.134, 1.407, 7.407
720306.25454, -0.144, 1.604, 8.489
720306.27441, -0.441, 1.522, 9.619
720306.29489, -0.555, 1.556, 10.156
720306.31435, -0.474, 1.766, 9.308
720306.33433, -0.302, 1.829, 9.112
720306.35443, -0.436, 1.551, 11.295
720306.37421, -0.723, 1.398, 12.176
720306.39417, -0.766, 1.364, 12.095
720306.41499, -0.790, 1.666, 11.741
720306.43419, -0.551, 1.714, 11.104
720306.45404, -0.067, 1.647, 11.118
720306.47419, 0.637, 1.580, 11.075
720306.49402, 0.986, 1.331, 11.429
720306.51390, 0.804, 0.062, 12.435
720306.53399, 0.733, -0.915, 14.250
720306.55379, 0.919, -0.863, 13.503
720306.57379, 0.771, 0.215, 10.376
720306.59406, 0.905, 0.890, 8.192
720306.61380, 0.666, 0.555, 7.891
720306.63373, 0.766, 0.397, 8.341
720306.65405, 0.857, -0.044, 10.218
720306.67371, 0.445, 0.119, 9.624
720306.69360, 0.455, 0.363, 7.809
720306.71367, 0.326, 0.612, 7.139
720306.73353, 0.302, 0.780, 6.971
720306.75333, 0.081, 0.928, 6.746
720306.77347, 0.129, 1.110, 6.962
720306.79330, 0.259, 1.340, 6.698
720306.81325, 0.053, 1.182, 5.860
720306.83336, -0.230, 1.187, 6.157
720306.85320, -0.326, 1.302, 7.058
720306.87314, -0.287, 1.489, 7.790
720306.89329, -0.134, 1.910, 8.231
720306.91304, 0.062, 1.723, 7.948
720306.93297, -0.321, 1.139, 7.886
720306.95342, -0.163, 1.192, 9.787
720306.97303, 0.292, 1.307, 11.085
720306.99284, 0.436, 1.623, 10.108
720307.01299, 0.354, 1.474, 9.887
720307.03278, 0.378, 1.493, 10.668
720307.05278, 0.225, 1.359, 10.893
720307.07281, 0.168, 1.225, 12.215
720307.09267, 0.273, 1.302, 12.986
720307.11260, -0.043, 1.058, 12.377
720307.13283, 0.187, 1.177, 11.611
720307.15262, 0.043, 1.398, 10.505
720307.17254, 0.163, 1.019, 10.347
720307.19280, 0.330, -0.063, 11.597
720307.21254, 0.182, -0.489, 13.254
720307.23247, 0.359, -0.096, 12.234
720307.25282, 0.321, 0.311, 10.218
720307.27258, 0.201, 0.402, 9.423
720307.29239, -0.038, 0.569, 9.227
720307.31252, -0.388, 0.584, 8.580
720307.33249, -0.690, 0.569, 8.422
720307.35238, -0.431, 0.679, 7.551
720307.37232, -0.675, 0.627, 7.263
720307.39228, -0.369, 0.641, 7.690
720307.41214, -0.211, 0.689, 7.512
720307.43237, -0.029, 1.072, 7.378
720307.45205, -0.163, 0.948, 7.417
720307.47200, 0.043, 0.823, 6.832
720307.49192, -0.029, 0.799, 6.430
720307.51175, 0.043, 1.082, 7.062
720307.53168, -0.192, 1.225, 7.603
720307.55188, -0.034, 1.278, 8.207
720307.57166, -0.177, 1.091, 7.608
720307.59152, -0.594, 0.933, 7.833
720307.61179, -0.642, 1.211, 8.398
720307.63146, -0.709, 1.182, 9.586
720307.65172, -0.560, 1.192, 10.917
720307.67162, -0.393, 1.326, 11.568
720307.69142, -0.737, 1.115, 10.965
720307.71132, -0.637, 1.244, 11.348
720307.73148, -0.402, 1.412, 12.291
720307.75121, -0.455, 1.201, 12.397
720307.77118, 0.120, 1.010, 12.014
720307.79130, 0.259, 0.933, 11.472
720307.81104, 0.369, 0.981, 11.128
720307.83103, 0.196, 0.651, 11.132
720307.85116, -0.048, 0.603, 12.004
720307.87119, 0.177, 0.201, 11.707
720307.89097, 0.302, 0.402, 10.256
720307.91111, 0.206, 0.574, 9.131
720307.93090, 0.225, 0.885, 8.499
720307.95096, -0.062, 0.622, 9.064
720307.97103, 0.278, 0.440, 9.595
720307.99081, 0.254, 0.354, 9.294
720308.01077, 0.168, 0.569, 8.882
720308.03102, 0.091, 0.722, 8.700
720308.05066, 0.192, 0.727, 8.432
720308.07059, 0.101, 0.885, 7.967
720308.09066, 0.168, 1.259, 7.196
720308.11137, 0.134, 1.465, 7.675
720308.13040, -0.120, 1.326, 6.943
720308.15070, 0.038, 1.259, 7.172
720308.17031, 0.182, 1.335, 6.909
720308.19026, 0.134, 1.216, 6.741
720308.21045, 0.038, 1.445, 6.957
720308.23024, -0.053, 1.513, 7.192
720308.25010, 0.168, 1.575, 7.646
720308.27035, -0.010, 1.321, 8.183
720308.29004, -0.196, 1.201, 8.676
720308.31000, -0.441, 1.134, 10.448
720308.33036, 0.010, 1.331, 11.535
720308.34988, 0.172, 1.465, 10.625
720308.36995, -0.163, 1.666, 10.371
720308.38998, -0.211, 1.661, 10.476
720308.40983, 0.206, 1.565, 11.496
720308.42974, 0.268, 1.187, 12.200
720308.44991, 0.383, 0.871, 12.574
720308.46971, 0.369, 0.833, 11.836
720308.48963, 0.316, 0.948, 11.022
720308.50972, 0.498, 0.909, 11.118
720308.52953, 0.215, 0.191, 11.860
720308.54948, 0.196, -0.068, 11.918
720308.56971, -0.034, 0.359, 10.045
720308.58946, -0.287, 0.584, 8.968
720308.60936, -0.120, 0.646, 8.614
720308.62947, -0.091, 0.426, 8.906
720308.64925, -0.067, 0.282, 9.476
720308.66923, -0.115, 0.435, 9.131
720308.68933, -0.215, 0.483, 9.073
720308.70914, -0.474, 0.540, 8.451
720308.72914, -0.445, 0.895, 8.006
720308.74924, -0.311, 1.091, 7.465
720308.76911, -0.345, 1.264, 6.890
720308.78897, -0.383, 1.177, 6.770
720308.80911, -0.354, 1.043, 7.086
720308.82894, -0.364, 1.192, 7.728
720308.84887, -0.421, 1.283, 7.766
720308.86893, -0.153, 1.335, 7.714
720308.88878, -0.158, 1.694, 7.374
720308.90871, -0.215, 1.469, 7.814
720308.92898, -0.412, 1.225, 8.810
720308.94882, -0.388, 1.259, 9.763
720308.96892, -0.220, 1.369, 10.089
720308.98883, -0.469, 1.321, 9.514
720309.00852, -0.412, 1.326, 10.323
720309.02846, -0.259, 1.489, 11.132
720309.04853, -0.220, 1.345, 12.124
720309.06840, -0.498, 1.498, 12.306
720309.08843, -0.503, 1.618, 11.793
720309.10850, -0.101, 1.546, 10.658
720309.12838, 0.239, 1.259, 10.845
720309.14820, 0.450, 0.924, 11.372
720309.16838, 0.340, 0.354, 11.994
720309.18814, 0.383, -0.048, 11.812
720309.20810, 0.306, 0.172, 11.161
720309.22818, 0.206, 0.536, 9.519
720309.24800, -0.086, 0.679, 8.757
720309.26801, -0.215, 0.837, 8.561
720309.28827, -0.230, 0.847, 8.571
720309.30802, -0.014, 0.598, 8.499
720309.32792, 0.259, 0.703, 8.470
720309.34832, 0.532, 0.904, 8.456
720309.36815, 0.618, 0.914, 8.417
720309.38815, 0.761, 1.062, 8.676
720309.40803, 0.742, 1.091, 8.800
720309.42781, 0.527, 1.259, 7.747
720309.44785, 0.402, 1.584, 6.899
720309.46820, 0.201, 1.575, 6.842
720309.48780, 0.077, 1.594, 7.005
720309.50785, 0.067, 1.307, 7.723
720309.52800, 0.134, 1.273, 7.589
720309.54767, -0.378, 1.331, 7.517
720309.56765, -0.168, 1.551, 7.417
720309.58759, -0.048, 1.651, 7.421
720309.60750, 0.196, 1.718, 7.757
720309.62729, 0.402, 1.570, 7.833
720309.64736, 0.153, 1.474, 8.532
720309.66717, 0.105, 1.675, 8.575
720309.68706, 0.211, 1.838, 9.188
720309.70760, 0.354, 1.862, 9.524
720309.72696, 0.455, 1.771, 9.935
720309.74690, 0.326, 1.675, 10.385
720309.76706, 0.441, 1.642, 11.496
720309.78689, 0.608, 1.848, 11.156
720309.80698, 0.393, 2.049, 10.251
720309.82697, 0.101, 2.039, 10.338
720309.84678, 0.153, 1.690, 10.888
720309.86664, 0.268, 1.733, 11.377
720309.88681, 0.038, 1.445, 11.386
720309.90663, 0.220, 1.450, 11.065
720309.92668, 0.211, 1.173, 11.118
720309.94662, 0.177, 0.995, 11.281
720309.96681, 0.345, 0.540, 11.539
720309.98671, 0.599, 0.631, 11.482
720310.00696, 0.345, 0.540, 10.950
720310.02668, 0.373, 0.430, 10.587
720310.04660, 0.235, 0.114, 10.438
720310.06643, 0.297, 0.119, 10.371
720310.08630, -0.038, 0.205, 9.859
720310.10621, -0.158, 0.344, 8.820
720310.12626, -0.345, 0.761, 8.494
720310.14617, -0.599, 0.828, 8.877
720310.16602, -0.287, 0.928, 8.762
720310.18621, -0.292, 1.058, 8.417
720310.20612, -0.192, 1.144, 7.919
720310.22589, -0.134, 1.192, 7.804
720310.24601, -0.062, 1.134, 7.804
720310.26580, 0.134, 1.268, 8.001
720310.28585, 0.196, 1.120, 7.642
720310.30589, 0.225, 1.086, 7.469
720310.32578, 0.148, 1.048, 7.283
720310.34576, -0.091, 1.115, 7.163
720310.36583, 0.067, 1.359, 7.421
720310.38592, 0.129, 1.513, 7.790
720310.40562, 0.115, 1.445, 7.881
720310.42583, 0.211, 1.637, 7.737
720310.44553, -0.124, 1.532, 7.838
720310.46581, -0.081, 1.580, 8.384
720310.48564, -0.172, 1.594, 8.829
720310.50557, -0.311, 1.551, 8.935
720310.52556, -0.187, 1.819, 9.160
720310.54584, -0.206, 1.838, 10.180
720310.56530, -0.129, 1.963, 10.778
720310.58524, -0.263, 1.623, 10.357
720310.60537, -0.230, 1.589, 10.620
720310.62540, 0.144, 2.135, 10.285
720310.64506, 0.172, 2.274, 9.361
720310.66528, -0.029, 2.240, 9.500
720310.68496, -0.005, 2.164, 9.844
720310.70507, -0.010, 1.647, 10.515
720310.72515, 0.048, 1.192, 10.567
720310.74502, 0.172, 1.043, 10.189
720310.76508, 0.101, 0.928, 9.198
720310.78522, 0.000, 1.082, 9.428
720310.80498, 0.235, 1.201, 9.289
720310.82471, 0.129, 1.211, 9.126
720310.84482, -0.019, 1.101, 8.796
720310.86474, -0.105, 1.331, 8.393
720310.88456, 0.000, 1.647, 7.977
720310.90468, 0.153, 1.517, 7.852
720310.92449, 0.259, 1.364, 8.690
720310.94444, 0.311, 1.177, 9.643
720310.96471, 0.436, 0.837, 10.156
720310.98443, 0.215, 1.268, 10.093
720311.00427, 0.407, 1.101, 9.227
720311.02431, 0.153, 1.187, 8.235
720311.04411, 0.124, 1.398, 8.159
720311.06412, -0.091, 1.350, 8.858
720311.08423, -0.077, 1.230, 9.854
720311.10411, 0.038, 1.110, 9.634
