TIME, X, Y, Z
685529.51963, 0.038, 1.201, 7.077
685529.54004, 0.062, 1.110, 7.771
685529.55981, 0.124, 1.149, 7.814
685529.57996, -0.096, 1.106, 7.129
685529.60011, -0.378, 1.106, 6.354
685529.61962, -0.014, 1.627, 5.592
685529.63966, 0.153, 1.738, 6.133
685529.65990, -0.019, 1.556, 8.006
685529.68250, -0.148, 1.417, 8.805
685529.70058, -0.010, 1.474, 8.140
685529.71951, 0.081, 1.513, 7.426
685529.73946, 0.421, 1.608, 8.197
685529.75962, 0.359, 1.618, 9.303
685529.78226, -0.134, 1.417, 10.089
685529.79945, -0.096, 1.101, 11.238
685529.81918, 0.024, 1.321, 11.381
685529.83941, 0.053, 1.441, 11.343
685529.85940, 0.172, 1.474, 11.252
685529.88248, 0.067, 1.642, 11.439
685529.90042, 0.565, 1.402, 12.449
685529.91896, 0.680, 1.096, 12.952
685529.93902, 0.273, 1.034, 11.520
685529.95921, -0.158, 1.402, 9.725
685529.97887, 0.115, 1.800, 8.781
685529.99883, 0.603, 1.527, 9.672
685530.01878, 0.685, 0.904, 11.750
685530.03880, 0.278, 0.617, 12.392
685530.05877, 0.512, 0.976, 11.319
685530.07920, 0.690, 1.436, 9.093
685530.09952, 0.283, 1.436, 8.053
685530.11852, 0.144, 1.268, 7.560
685530.13877, 0.139, 1.139, 7.532
685530.15854, 0.029, 1.374, 7.350
685530.17848, -0.163, 1.364, 6.923
685530.19862, -0.613, 1.192, 6.392
685530.21810, -0.666, 0.794, 6.363
685530.23810, -0.239, 0.847, 6.430
685530.25835, 0.211, 1.110, 7.091
685530.27814, 0.081, 0.952, 7.776
685530.29825, 0.158, 0.435, 8.030
685530.31852, 0.235, 0.397, 9.088
685530.33799, 0.699, 1.187, 9.179
685530.35793, 0.570, 1.268, 9.121
685530.37835, 0.019, 0.957, 10.692
685530.39788, -0.024, 0.967, 12.004
685530.41773, 0.498, 1.048, 11.755
685530.43811, 0.498, 1.163, 11.013
685530.45795, 0.225, 1.115, 10.433
685530.47763, -0.177, 1.182, 10.721
685530.49788, -0.359, 1.426, 10.108
685530.51754, -0.259, 1.680, 9.878
685530.53776, -0.484, 1.278, 11.568
685530.55788, -0.785, 1.101, 12.057
685530.57743, 0.168, 1.331, 11.243
685530.59768, 0.484, 1.398, 10.764
685530.61783, 0.268, 1.005, 10.429
685530.63752, 0.187, 1.168, 10.079
685530.65746, 0.283, 1.709, 9.131
685530.67756, 0.206, 1.800, 8.087
685530.69730, -0.096, 1.532, 7.460
685530.71709, -0.077, 1.144, 7.733
685530.73746, 0.105, 1.139, 7.589
685530.75723, 0.244, 1.532, 7.225
685530.77728, 0.034, 1.867, 6.823
685530.79711, -0.297, 1.881, 6.186
685530.81732, -0.675, 1.704, 5.769
685530.83708, -0.560, 1.436, 7.263
685530.85727, -0.057, 1.316, 9.011
685530.87728, 0.101, 1.211, 8.997
685530.89822, -0.034, 1.259, 7.125
685530.91749, -0.603, 1.024, 6.741
685530.93683, -0.541, 0.818, 8.077
685530.95694, 0.024, 1.378, 10.639
685530.97712, 0.000, 1.843, 13.086
685530.99742, 0.072, 1.853, 13.330
685531.01687, 0.383, 1.383, 11.281
685531.03689, 0.014, 0.770, 10.869
685531.05689, -0.038, 0.761, 11.592
685531.07657, 0.306, 1.340, 10.950
685531.09694, 0.350, 1.752, 10.247
685531.11682, -0.168, 1.532, 10.596
685531.13637, -0.445, 1.230, 10.496
685531.15681, 0.196, 1.273, 10.275
685531.17662, 0.192, 1.072, 12.066
685531.19650, -0.029, 0.799, 13.704
685531.21692, 0.177, 0.799, 11.913
685531.23619, 0.441, 1.383, 9.456
685531.25622, 0.278, 1.565, 7.532
685531.27626, 0.297, 1.508, 6.799
685531.29630, 0.407, 1.407, 7.148
685531.31623, 0.225, 1.398, 8.188
685531.33613, 0.101, 1.383, 7.948
685531.35595, 0.235, 1.484, 7.187
685531.37590, 0.153, 1.369, 6.622
685531.39658, -0.120, 1.096, 6.703
685531.41602, -0.024, 1.115, 7.283
685531.43578, 0.124, 1.599, 7.345
685531.45596, -0.005, 1.560, 6.741
685531.47555, -0.239, 1.206, 6.895
685531.49581, -0.426, 1.005, 8.389
685531.51599, -0.043, 1.484, 9.567
685531.53558, 0.369, 1.987, 9.231
685531.55585, 0.206, 1.915, 9.184
685531.57613, 0.019, 1.905, 10.611
685531.59538, 0.555, 1.604, 12.899
685531.61533, 0.680, 0.847, 13.689
685531.63547, 0.120, 0.224, 13.029
685531.65552, -0.723, 0.138, 11.161
685531.67538, -1.044, 0.823, 9.337
685531.69518, -1.058, 1.584, 9.327
685531.71505, -0.536, 1.924, 9.782
685531.73507, -0.503, 1.680, 9.696
685531.75528, -0.560, 1.096, 10.060
685531.77483, -0.737, 0.675, 12.128
685531.79503, -0.038, 0.880, 12.670
685531.81521, 0.120, 1.417, 10.711
685531.83505, -0.057, 1.436, 9.648
685531.85500, -0.278, 1.177, 8.738
685531.87563, -0.350, 0.967, 8.173
685531.89537, -0.345, 0.885, 7.814
685531.91466, 0.019, 1.331, 7.623
685531.93496, 0.105, 1.704, 7.603
685531.95499, -0.383, 1.369, 7.714
685531.97481, -0.316, 1.436, 8.719
685531.99601, 0.067, 1.393, 8.274
685532.01451, 0.302, 1.857, 6.531
685532.03450, 0.182, 1.862, 5.741
685532.05492, -0.215, 1.608, 6.176
685532.07461, -0.761, 1.038, 8.365
685532.09474, -0.340, 0.584, 9.394
685532.11480, 0.460, 1.249, 6.617
685532.13428, 0.555, 1.647, 5.678
685532.15456, 0.340, 1.426, 8.034
685532.17458, -0.029, 0.928, 11.324
685532.19478, -0.656, 0.636, 12.042
685532.21408, -0.603, 1.024, 10.759
685532.23424, 0.029, 1.853, 10.036
685532.25402, 0.235, 2.207, 10.711
685532.27376, 0.168, 1.153, 12.421
685532.29395, 0.211, 0.598, 13.019
685532.31368, 0.297, 0.459, 11.779
685532.33364, 0.436, 0.842, 11.027
685532.35379, 0.129, 0.995, 11.233
685532.37372, -0.196, 1.182, 10.558
685532.39442, -0.196, 1.560, 9.840
685532.41358, 0.091, 1.675, 10.060
685532.43380, 0.134, 1.326, 11.271
685532.45365, -0.081, 0.952, 11.334
685532.47400, -0.244, 1.177, 9.739
685532.49368, 0.005, 1.857, 8.269
685532.51342, 0.316, 2.006, 7.158
685532.53358, 0.397, 1.924, 7.196
685532.55339, 0.235, 1.465, 7.690
685532.57311, 0.177, 1.268, 8.465
685532.59320, 0.311, 1.197, 8.623
685532.61637, 0.364, 1.345, 7.556
685532.63318, 0.354, 1.469, 7.038
685532.65341, 0.134, 1.383, 6.263
685532.67324, 0.283, 1.393, 5.956
685532.69402, 0.350, 1.460, 6.512
685532.71321, 0.249, 1.436, 7.718
685532.73288, 0.225, 1.125, 8.475
685532.75295, 0.393, 1.091, 7.474
685532.77354, 0.091, 1.115, 7.067
685532.79285, -0.421, 1.268, 8.025
685532.81310, -0.215, 1.048, 11.233
685532.83319, 0.522, 1.637, 12.387
685532.85276, 0.737, 1.814, 11.425
685532.87273, -0.062, 1.273, 10.912
685532.89285, -0.919, 0.445, 12.033
685532.91300, -1.408, 0.234, 11.726
685532.93255, -0.790, 0.809, 11.147
685532.95245, -0.172, 1.378, 11.037
685532.97227, -0.034, 1.149, 11.784
685532.99243, -0.239, 0.890, 12.085
685533.01243, -0.785, 0.287, 11.937
685533.03249, -0.192, 0.363, 11.559
685533.05232, 0.273, 0.948, 10.740
685533.07231, 0.158, 1.220, 9.806
685533.09233, 0.024, 1.355, 8.446
685533.11210, -0.014, 1.197, 7.479
685533.13223, -0.503, 0.818, 6.770
685533.15217, -0.488, 0.789, 6.809
685533.17205, 0.010, 1.264, 7.326
685533.19223, 0.163, 1.493, 6.761
685533.21225, 0.148, 1.943, 6.138
685533.23357, -0.555, 1.469, 5.755
685533.25226, -0.622, 0.670, 7.527
685533.27187, -0.215, 0.722, 9.121
685533.29190, 0.488, 1.273, 8.599
685533.31228, 0.287, 1.225, 6.617
685533.33202, -0.158, 0.919, 6.191
685533.35276, -0.354, 0.665, 8.604
685533.37205, -0.350, 0.789, 11.841
685533.39168, 0.139, 1.565, 12.373
685533.41187, -0.129, 1.934, 10.658
685533.43173, -0.029, 1.441, 10.778
685533.45140, 0.005, 1.106, 12.483
685533.47119, 0.441, 1.374, 12.526
685533.49127, 0.690, 1.819, 11.587
685533.51130, 0.493, 1.527, 11.645
685533.53114, -0.010, 0.761, 13.139
685533.55131, -0.254, 0.287, 13.594
685533.57124, -0.120, 0.560, 12.138
685533.59094, 0.139, 1.541, 10.275
685533.61136, 0.192, 1.829, 9.294
685533.63121, -0.101, 1.498, 9.188
685533.65202, -0.105, 1.268, 9.428
685533.67124, -0.072, 1.120, 8.863
685533.69092, 0.110, 1.489, 7.642
685533.71094, 0.249, 1.757, 6.832
685533.73103, 0.474, 1.838, 6.435
685533.75101, 0.455, 1.618, 6.076
685533.77101, 0.393, 1.474, 6.593
685533.79089, -0.187, 1.240, 6.770
685533.81069, -0.364, 1.000, 6.971
685533.83060, -0.034, 1.536, 7.297
685533.85229, 0.225, 1.862, 7.158
685533.87097, 0.038, 1.651, 6.737
685533.89047, -0.034, 1.297, 7.345
685533.91078, -0.163, 1.101, 8.044
685533.93035, 0.000, 1.316, 8.585
685533.95061, 0.306, 1.742, 9.289
685533.97100, 0.340, 2.020, 9.346
685533.99021, 0.445, 2.049, 9.064
685534.01022, 0.101, 1.613, 9.682
685534.03025, 0.306, 1.206, 12.114
685534.05003, 0.474, 0.746, 13.522
685534.07022, -0.129, 0.617, 13.278
685534.09044, -1.001, 0.737, 11.942
685534.10987, -1.231, 1.062, 11.199
685534.12989, -1.164, 1.283, 11.228
685534.15001, -1.111, 1.335, 10.309
685534.17077, -0.766, 1.268, 9.816
685534.18990, -0.029, 1.422, 11.022
685534.20997, 0.412, 1.120, 12.349
685534.22995, 0.254, 0.837, 12.042
685534.24986, 0.163, 0.655, 10.740
685534.27030, 0.225, 1.187, 9.006
685534.28982, 0.306, 1.254, 8.374
685534.30959, 0.043, 1.197, 8.791
685534.33007, -0.091, 1.197, 8.432
685534.34974, -0.316, 1.038, 7.388
685534.37083, -0.359, 1.474, 6.531
685534.38976, -0.402, 1.465, 6.105
685534.40939, -0.781, 1.182, 6.564
685534.42965, -0.575, 1.546, 6.837
685534.44975, -0.124, 1.862, 6.746
685534.47055, -0.110, 1.910, 6.320
685534.48919, -0.450, 1.474, 6.899
685534.50939, -0.546, 1.201, 8.571
685534.52908, -0.129, 1.422, 8.982
685534.54902, 0.005, 1.546, 8.336
685534.56894, -0.316, 1.244, 8.997
685534.58908, -0.268, 1.115, 10.247
685534.60875, 0.225, 1.570, 10.496
685534.62892, 0.196, 2.025, 10.472
685534.64863, -0.388, 1.977, 10.452
685534.66859, 0.005, 2.307, 10.922
685534.68873, 0.943, 2.465, 11.477
685534.70856, 1.221, 2.058, 13.158
685534.72849, 0.852, 1.340, 14.149
685534.74853, 0.091, 1.292, 12.492
685534.76838, -0.412, 1.450, 10.414
685534.78834, -0.345, 2.125, 10.237
685534.80859, 0.034, 2.355, 9.916
685534.82836, 0.124, 2.264, 9.184
685534.84831, 0.048, 2.250, 9.313
685534.86845, 0.005, 2.006, 9.413
685534.88818, 0.306, 2.188, 9.275
685534.90838, 0.517, 2.398, 8.298
685534.92855, 0.326, 2.341, 7.192
685534.94845, 0.426, 2.398, 7.158
685534.96832, 0.594, 2.054, 7.067
685534.98835, 0.364, 1.632, 6.923
685535.00840, 0.378, 1.915, 6.804
685535.02827, 0.824, 2.394, 6.105
685535.04841, 1.068, 2.796, 6.684
685535.06815, 1.144, 2.724, 7.302
685535.08797, 0.728, 2.236, 7.388
685535.10836, 0.498, 1.872, 7.814
685535.12788, 0.680, 2.111, 8.461
685535.14793, 0.790, 2.260, 9.322
685535.16846, 0.512, 2.226, 9.543
685535.18773, -0.010, 2.221, 8.757
685535.20870, -0.575, 1.881, 10.089
685535.22784, -0.905, 1.575, 13.771
685535.24766, -0.115, 2.044, 14.537
685535.26742, 0.302, 2.197, 12.851
685535.28762, -0.493, 1.570, 11.357
685535.30749, -0.977, 1.235, 11.492
685535.32723, -0.881, 1.474, 12.195
685535.34745, -1.030, 1.546, 12.200
685535.36812, -0.915, 1.594, 11.731
685535.38739, -0.651, 1.608, 11.434
685535.40751, -0.412, 1.355, 11.286
685535.42741, -0.192, 0.919, 10.563
685535.44787, 0.062, 0.909, 9.054
685535.46723, 0.273, 1.527, 8.690
685535.48728, 0.891, 1.627, 8.140
685535.50707, 1.053, 1.948, 7.718
685535.52742, 0.541, 1.948, 7.345
685535.54695, -0.144, 1.426, 7.421
685535.56718, -0.369, 1.364, 7.685
685535.58744, -0.043, 1.876, 7.517
685535.60678, 0.498, 2.365, 8.264
685535.62682, 0.632, 2.509, 9.308
685535.64683, 0.187, 2.202, 9.150
685535.66785, 0.048, 1.948, 9.145
685535.68707, -0.484, 1.671, 9.691
685535.70710, -0.158, 1.958, 10.247
685535.72658, 0.196, 2.173, 10.500
685535.74652, 0.101, 1.900, 9.945
685535.76644, -0.129, 1.642, 9.825
685535.78620, 0.034, 1.838, 10.189
685535.80644, 0.110, 2.044, 10.759
685535.82655, 0.340, 2.398, 10.591
685535.84614, 0.546, 2.250, 10.002
685535.86612, 0.139, 1.417, 11.099
685535.88761, -0.383, 0.416, 11.779
685535.90630, 0.101, 0.737, 10.271
685535.92620, 0.364, 1.340, 8.422
685535.94614, 0.431, 1.311, 7.666
685535.96623, 0.139, 1.139, 8.288
685535.98728, -0.120, 1.048, 9.121
685536.00646, 0.306, 1.115, 9.040
685536.02623, 0.795, 1.287, 8.590
685536.04590, 0.613, 0.995, 8.733
685536.06603, 0.498, 0.746, 9.916
685536.08608, -0.211, 0.378, 10.711
685536.10951, -0.512, 0.291, 10.165
685536.12583, -0.096, 0.689, 8.566
685536.14568, 0.062, 1.115, 8.077
685536.16563, 0.038, 1.292, 8.489
685536.18598, -0.163, 1.125, 9.059
685536.20670, -0.402, 0.789, 9.069
685536.22542, -0.096, 0.857, 8.939
685536.24572, -0.153, 0.924, 8.805
685536.26573, -0.527, 0.986, 9.059
685536.28533, -0.474, 1.192, 9.284
685536.30669, -0.014, 1.278, 9.447
685536.32523, -0.225, 1.110, 9.562
685536.34526, -0.206, 1.053, 9.576
685536.36547, -0.230, 1.206, 9.184
685536.38541, -0.278, 1.436, 9.112
685536.40515, -0.024, 1.747, 9.327
685536.42506, 0.283, 1.924, 9.413
685536.44523, -0.072, 1.762, 9.035
685536.46498, -0.383, 1.642, 8.891
685536.48485, -0.622, 1.412, 8.791
685536.50474, -0.139, 1.527, 9.174
685536.52486, 0.163, 1.718, 9.035
685536.54468, 0.072, 1.781, 9.514
685536.56449, -0.163, 1.647, 9.591
