ID, X, Y, Z
518508.42468, 19.613, -0.499, 10.577
518508.44371, 19.613, -4.588, 10.309
518508.46371, 19.613, 3.605, 11.468
518508.48479, 17.104, -3.051, 10.194
518508.50366, -9.443, -4.885, 9.284
518508.52355, -19.613, -6.254, 8.384
518508.54451, -19.613, -6.197, 9.212
518508.56348, -19.613, -0.906, 10.783
518508.58344, -19.613, -9.496, 7.388
518508.60432, -6.086, -8.184, 8.982
518508.62335, 15.213, -7.451, 9.476
518508.64330, 19.613, -1.806, 9.447
518508.66430, 19.613, 5.923, 11.286
518508.68320, 19.613, -0.561, 8.302
518508.70321, 19.613, -1.437, 8.935
518508.72411, 1.369, -4.186, 8.868
518508.74316, -19.613, -6.331, 8.872
518508.76309, -19.613, -7.049, 9.284
518508.78391, -19.613, -0.642, 10.247
518508.80277, -19.613, -7.279, 10.898
518508.82271, -12.924, -8.452, 8.844
518508.84365, 12.594, -7.154, 9.279
518508.86260, 19.613, -2.811, 10.271
518508.88253, 19.613, 3.351, 10.390
518508.90352, 19.613, -3.386, 9.255
518508.92244, 19.613, -0.120, 10.476
518508.94243, 7.652, -3.309, 11.008
518508.96329, -14.327, -5.512, 8.762
518508.98233, -19.613, -7.403, 9.524
518509.00229, -19.613, -7.686, 9.409
518509.02343, -19.613, -4.846, 11.209
518509.04232, -19.613, -7.595, 8.456
518509.06230, -1.427, -6.417, 9.533
518509.08324, 19.613, -4.679, 8.671
518509.10233, 19.613, 0.205, 10.836
518509.12228, 19.613, 2.236, 10.687
518509.14309, 19.613, 3.528, 10.443
518509.16217, 19.613, -1.217, 9.734
518509.18213, -1.762, -3.649, 9.021
518509.20312, -19.613, -8.107, 9.361
518509.22207, -19.613, -8.586, 8.959
518509.24213, -19.613, -3.860, 9.447
518509.26293, -19.613, -8.883, 6.962
518509.28187, -3.898, -7.016, 8.283
518509.30192, 16.137, -6.264, 9.322
518509.32295, 19.613, -0.762, 10.079
518509.34180, 19.613, 9.265, 10.783
518509.36176, 19.613, 3.030, 9.753
518509.38269, 19.613, -2.002, 10.294
518509.40172, 2.222, -3.989, 10.065
518509.42171, -19.613, -5.819, 9.864
518509.44255, -19.613, -8.323, 9.136
518509.46150, -19.613, -4.363, 9.782
518509.48148, -19.613,-11.325, 9.490
518509.50242, -17.487, -9.630, 9.480
518509.52145, 8.389, -8.677, 10.859
518509.54142, 19.613, -5.134, 11.252
518509.56230, 19.613, 1.153, 10.974
518509.58132, 19.613, -1.533, 9.567
518509.60145, 19.613, 2.901, 10.026
518509.62245, 9.237, -5.704, 10.165
518509.64109, -13.537, -8.471, 7.263
518509.66110, -19.613, -9.022, 9.777
518509.68196, -19.613, -7.873, 9.064
518509.70112, -19.613, -3.669, 10.108
518509.72100, -19.613,-13.533, 7.110
518509.74196, -4.563,-10.095, 9.552
518509.76078, 19.613, -8.510, 9.744
518509.78095, 19.613, 19.613, 19.613
518509.80178, 19.613, -1.179, -4.071
518509.82077, 19.613, 9.380, 15.945
518509.84088, 19.613, -5.579, 4.951
518509.86212, -16.084,-10.085, 8.034
518509.88047, -19.613, -9.692, 9.945
518509.90045, -19.613, -8.165, 8.623
518509.92135, -19.613, -5.694, 12.454
518509.94024, -19.613,-16.664, 8.039
518509.96026, 7.317, -8.921, 10.012
518509.98125, 19.613, -3.731, 9.840
518510.00010, 19.613, 0.047, 10.668
518510.02010, 19.613, -3.228, 12.320
518510.04102, 19.613, 0.435, 11.405
518510.06016, 13.637, -7.652, 10.141
518510.08005, -19.613, -8.160, 10.931
518510.10109, -19.613, -8.768, 9.380
518510.12007, -19.613, -6.738, 11.520
518510.13995, -19.613,-11.885, 10.175
518510.16096, -12.177,-10.717, 9.016
518510.17992, 19.484, -7.025, 9.844
518510.19990, 19.613, -3.721, 11.085
518510.22082, 19.613, 5.511, 11.094
518510.23984, 19.613, 2.600, 9.251
518510.25991, 19.613, -3.118, 8.585
518510.28077, -10.592, -7.571, 9.409
518510.29993, -19.613, -7.514, 8.762
518510.31967, -19.613, -6.805, 8.614
518510.34057, -19.613, -4.842, 9.351
518510.35944, -19.613,-16.430, 8.269
518510.37947, -5.104, -9.869, 10.874
518510.40032, 19.613, -6.273, 8.753
518510.41935, 19.613, -1.720, 10.553
518510.43929, 19.613, 7.522, 10.745
518510.46028, 19.613, 3.835, 11.731
518510.47919, 19.613, -4.550, 8.111
518510.49915, -5.703, -5.593, 7.086
518510.52007, -19.613, -8.371, 9.734
518510.53902, -19.613, -9.209, 9.782
518510.55916, -19.613, -1.753, 10.093
518510.58003, -19.613,-15.587, 8.307
518510.59904, -7.283,-12.671, 10.553
518510.61900, 19.613, -9.376, 9.466
518510.63979, 19.613, -0.254, 11.425
518510.65871, 19.613, -3.309, 14.436
518510.67889, 19.613, 0.234, 14.250
518510.69967, 11.708, -7.892, 9.557
518510.71860, -19.613, -9.127, 8.619
518510.73854, -19.613, -8.888, 8.489
518510.75947, -19.613,-15.074, 9.026
518510.77852, -19.613,-11.445, 10.486
518510.79846, -19.613,-11.646, 9.126
518510.81938, 16.611, -7.456, 10.836
518510.83831, 19.613, -4.612, 10.979
518510.85834, 19.613, 3.533, 11.568
518510.87931, 19.613, -2.093, 8.087
518510.89819, 19.613, -2.711, 6.981
518510.91816, -2.332, -9.338, 9.389
518510.93909, -19.613,-11.186, 10.625
518510.95813, -19.613, -7.116, 9.380
518510.97806, -19.613, -4.636, 9.366
518511.00245, -19.613,-14.189, 8.499
518511.01797, -12.938,-10.133, 9.284
518511.03792, 19.613, -8.361, 10.309
518511.05910, 19.613, -2.759, 11.142
518511.07780, 19.613, 2.604, 12.277
518511.09780, 19.613, 0.133, 6.943
518511.11870, 19.613, -6.666, 8.619
518511.13771, -5.095, -8.471, 9.485
518511.15775, -19.613, -9.223, 8.700
518511.17863, -19.613, -6.987, 7.737
518511.19775, -19.613, -3.621, 11.860
518511.21756, -19.613,-13.983, 4.558
518511.23853, -9.500,-10.952, 9.002
518511.25747, 19.613,-10.071, 9.265
518511.27748, 19.613, -0.748, 10.783
518511.29838, 19.613, 6.785, 10.678
518511.31748, 19.613, 0.373, 7.091
518511.33745, 9.462, -6.455, 8.245
518511.35831, -19.613, -6.977, 11.348
518511.37734, -19.613, -4.631, 9.112
518511.39721, -19.613, -2.764, 10.208
518511.41818, -14.284, 0.593, 10.692
518511.43711, -4.032, -1.897, 8.331
518511.45708, 6.871, -1.533, 9.796
518511.47803, 8.471, 0.344, 9.648
518511.49707, 6.436, 0.148, 9.337
518511.51700, 4.659, 0.162, 9.370
518511.53793, 0.024, -0.288, 9.385
518511.55686, -0.086, -0.168, 9.485
518511.57683, -0.053, -0.192, 9.342
518511.59778, -0.029, -0.254, 9.461
518511.61669, -0.101, -0.379, 9.586
518511.63671, -0.498, -0.302, 9.385
518511.65757, 0.014, -0.345, 9.547
518511.67663, -0.048, -0.274, 9.342
518511.69654, -0.196, -0.283, 9.500
518511.71749, -0.124, -0.178, 9.409
518511.73639, -0.105, -0.240, 9.375
518511.75643, -0.124, -0.183, 9.428
518511.77732, -0.053, -0.235, 9.442
518511.79626, 0.230, -0.187, 11.300
518511.81626, 0.081, -0.149, 10.160
518511.83716, -0.038, -0.168, 9.524
518511.85617, -0.124, -0.168, 9.648
