TIME, X, Y, Z
720346.76787, -0.455, 0.871, 6.947
720346.78773, -0.292, 1.268, 7.469
720346.80763, -0.110, 1.536, 7.800
720346.82787, -0.235, 1.469, 7.675
720346.84768, -0.637, 0.981, 7.790
720346.86785, -0.503, 0.981, 8.173
720346.88770, -0.819, 1.177, 9.701
720346.90777, -0.278, 1.556, 10.711
720346.92723, -0.235, 1.407, 11.377
720346.94760, -0.637, 0.967, 10.965
720346.96722, -0.637, 0.833, 11.334
720346.98722, -0.249, 1.182, 12.248
720347.00762, 0.263, 1.575, 11.937
720347.02714, 0.196, 1.254, 11.549
720347.04729, -0.378, 0.670, 11.822
720347.06718, -0.220, 0.148, 11.487
720347.08700, -0.096, 0.042, 12.119
720347.10724, 0.048, 0.023, 13.077
720347.12717, 0.072, 0.133, 12.626
720347.14705, -0.484, 0.244, 11.099
720347.16678, -0.637, 0.311, 8.470
720347.18707, -0.192, 0.675, 7.536
720347.20678, 0.148, 0.421, 7.919
720347.22698, 0.417, 0.416, 8.748
720347.24707, 0.508, 0.550, 9.097
720347.26656, 0.177, 0.296, 8.633
720347.28661, -0.029, 0.268, 8.322
720347.30666, 0.153, 0.636, 7.924
720347.32675, 0.220, 0.991, 6.861
720347.34660, 0.206, 0.995, 6.263
720347.36655, 0.077, 0.833, 6.191
720347.38645, -0.014, 0.971, 6.354
720347.40630, -0.048, 1.067, 6.378
720347.42678, -0.014, 1.000, 7.469
720347.44646, 0.177, 1.182, 7.541
720347.46612, 0.311, 1.254, 7.872
720347.48628, -0.278, 0.962, 9.117
720347.50608, -0.201, 0.593, 9.744
720347.52663, 0.120, 0.866, 9.825
720347.54643, 0.326, 1.345, 9.533
720347.56597, 0.235, 1.220, 9.773
720347.58593, -0.192, 0.952, 11.439
720347.60606, -0.254, 0.866, 13.144
720347.62612, 0.062, 0.909, 11.913
720347.64602, 0.273, 1.441, 10.917
720347.66585, 0.158, 1.675, 10.797
720347.68572, 0.144, 1.522, 11.726
720347.70567, -0.029, 1.254, 11.286
720347.72576, 0.115, 0.962, 10.476
720347.74583, 0.053, 0.282, 11.650
720347.76549, 0.192, -0.001, 13.096
720347.78585, 0.101, -0.010, 12.358
720347.80571, 0.000, 0.507, 10.055
720347.82560, -0.287, 0.617, 8.293
720347.84567, -0.493, 0.703, 7.714
720347.86529, -0.369, 0.761, 7.929
720347.88527, -0.441, 0.722, 8.959
720347.90546, -0.369, 0.789, 8.614
720347.92549, -0.589, 0.646, 8.044
720347.94532, -0.713, 0.703, 7.776
720347.96549, -0.733, 0.732, 7.599
720347.98502, -0.321, 0.991, 7.752
720348.00506, 0.005, 1.331, 7.158
720348.02533, -0.129, 1.297, 6.358
720348.04516, -0.215, 1.110, 6.057
720348.06512, -0.388, 0.880, 6.837
720348.08499, -0.263, 1.015, 7.599
720348.10490, 0.005, 1.374, 8.178
720348.12501, -0.101, 1.393, 8.456
720348.14522, -0.311, 1.383, 8.638
720348.16490, -0.627, 1.091, 9.102
720348.18486, -0.546, 1.244, 9.366
720348.20476, -0.110, 1.369, 9.830
720348.22456, -0.196, 1.594, 10.285
720348.24451, -0.517, 1.436, 10.510
720348.26443, -0.728, 1.120, 11.113
720348.28438, -0.642, 1.058, 11.894
720348.30415, -0.086, 1.393, 12.057
720348.32431, -0.283, 1.350, 12.521
720348.34408, -0.608, 0.651, 11.788
720348.36527, -0.278, 0.464, 10.974
720348.38411, 0.321, 0.995, 10.529
720348.40395, 0.508, 1.144, 11.233
720348.42392, 0.254, 0.813, 11.621
720348.44429, -0.321, 0.004, 11.549
720348.46414, -0.450, -0.039, 11.262
720348.48406, -0.364, 0.421, 9.931
720348.50399, 0.029, 0.799, 8.657
720348.52411, -0.029, 0.746, 8.561
720348.54400, -0.120, 0.483, 9.136
720348.56423, 0.105, 0.435, 8.820
720348.58396, -0.029, 0.277, 8.379
720348.60372, 0.120, 0.406, 8.408
720348.62397, 0.517, 0.756, 8.207
720348.64394, 0.608, 0.828, 7.867
720348.66384, 0.713, 0.880, 7.685
720348.68394, 0.622, 1.211, 6.957
720348.70352, 0.244, 0.995, 6.253
720348.72386, -0.163, 0.545, 6.555
720348.74356, 0.206, 1.024, 6.923
720348.76331, 0.397, 1.402, 7.436
720348.78324, 0.158, 1.326, 7.508
720348.80340, -0.005, 1.139, 7.029
720348.82353, -0.177, 1.010, 8.183
720348.84336, -0.005, 1.110, 8.848
720348.86339, 0.584, 1.153, 9.327
720348.88337, 0.704, 1.115, 10.414
720348.90309, 0.335, 0.775, 10.218
720348.92316, 0.120, 0.794, 9.796
720348.94303, 0.239, 0.876, 10.395
720348.96275, 0.393, 0.976, 11.535
720348.98315, 0.517, 0.919, 12.646
720349.00308, 0.345, 0.722, 13.005
720349.02269, 0.618, 0.962, 12.306
720349.04285, 0.809, 1.383, 11.099
720349.06259, 0.532, 1.268, 10.553
720349.08276, -0.081, 0.904, 10.620
720349.10281, 0.105, 0.440, 11.970
720349.12265, 0.182, -0.135, 12.981
720349.14259, -0.292, -0.120, 12.684
720349.16255, -0.723, 0.081, 10.874
720349.18236, -0.666, 0.502, 8.815
720349.20224, -1.053, 0.550, 7.781
720349.22238, -0.905, 0.579, 8.561
720349.24215, -0.622, 0.675, 9.179
720349.26228, -0.632, 0.416, 8.729
720349.28221, -0.622, 0.071, 8.695
720349.30215, -0.603, 0.301, 8.269
720349.32196, -0.369, 0.502, 7.642
720349.34210, -0.029, 0.770, 7.627
720349.36205, 0.436, 1.082, 7.230
720349.38191, 0.168, 1.101, 6.564
720349.40199, -0.019, 1.038, 6.373
720349.42184, -0.211, 0.890, 6.411
720349.44173, -0.321, 0.866, 6.459
720349.46191, -0.244, 0.948, 6.722
720349.48183, -0.541, 0.995, 7.412
720349.50185, -0.560, 1.149, 8.322
720349.52220, -0.445, 1.264, 9.160
720349.54200, -0.426, 0.847, 9.586
720349.56190, -1.001, 0.660, 9.136
720349.58228, -1.063, 1.038, 9.629
720349.60161, -0.436, 1.393, 10.026
720349.62163, -0.134, 1.426, 10.960
720349.64163, -0.651, 0.986, 11.372
720349.66149, -1.044, 0.430, 12.114
720349.68156, -0.594, 0.612, 12.641
720349.70171, -0.163, 0.995, 11.870
720349.72162, 0.168, 1.259, 10.381
720349.74133, 0.292, 1.053, 9.864
720349.76142, -0.014, 0.761, 10.716
720349.78123, -0.326, 0.320, 12.066
720349.80115, -0.148, -0.120, 12.751
720349.82122, -0.129, -0.293, 12.406
720349.84111, 0.048, 0.287, 10.376
720349.86105, -0.455, 0.560, 8.695
720349.88138, -0.335, 0.564, 9.734
720349.90122, 0.215, 0.387, 10.022
720349.92093, 0.163, 0.229, 9.873
720349.94103, 0.081, 0.363, 8.877
720349.96081, -0.115, 0.416, 8.350
720349.98101, 0.244, 0.842, 7.637
720350.00106, 0.532, 0.952, 7.469
720350.02071, 0.287, 0.598, 7.551
720350.04092, 0.220, 0.612, 7.517
720350.06112, 0.010, 0.804, 6.646
720350.08086, -0.048, 1.029, 6.038
720350.10080, 0.048, 1.197, 6.555
720350.12065, 0.091, 1.005, 7.326
720350.14044, 0.417, 0.742, 7.876
720350.16055, 0.503, 0.627, 8.006
720350.18033, 0.426, 0.967, 7.919
720350.20054, 0.057, 1.019, 8.235
720350.22004, 0.278, 1.173, 8.848
720350.24082, 0.417, 1.173, 9.615
720350.26005, 0.345, 0.976, 9.567
720350.28005, 0.148, 0.971, 9.777
720350.30003, -0.091, 1.015, 10.213
720350.31991, 0.086, 1.163, 10.567
720350.33989, -0.038, 1.144, 11.089
720350.36032, -0.057, 0.986, 11.980
720350.38000, 0.225, 0.962, 12.722
720350.39969, 0.536, 1.240, 12.148
720350.42004, 0.685, 1.340, 11.463
720350.43996, 0.330, 1.244, 10.931
720350.45970, 0.148, 1.043, 10.711
720350.47992, 0.474, 1.015, 11.329
720350.49976, 0.464, 0.469, 12.215
720350.51965, 0.330, 0.450, 11.817
720350.54004, -0.144, 0.363, 9.796
720350.55979, -0.527, 0.584, 8.374
720350.57945, -0.594, 0.718, 8.710
720350.59994, -0.508, 0.857, 9.327
720350.61948, -0.393, 0.818, 8.858
720350.63969, -0.608, 0.081, 8.283
720350.65948, -0.642, -0.034, 8.039
720350.67936, -0.565, 0.172, 7.541
720350.69946, -0.220, 0.813, 7.297
720350.71942, -0.101, 0.914, 7.019
720350.73894, -0.441, 0.699, 6.990
720350.75890, -0.436, 0.703, 8.140
720350.77913, 0.172, 0.952, 9.725
720350.79917, -0.077, 1.005, 7.326
720350.81906, -0.512, 1.206, 6.708
720350.83922, -0.642, 1.163, 7.378
720350.85872, -0.718, 0.938, 8.116
720350.87867, -0.737, 0.933, 8.365
720350.89886, -0.603, 1.058, 8.144
720350.91889, -0.632, 1.211, 8.001
720350.93886, -0.857, 0.957, 9.030
720350.95871, -0.924, 0.665, 10.524
720350.97882, -0.646, 0.847, 10.136
720350.99842, -0.029, 1.101, 10.007
720351.01857, -0.101, 1.077, 10.749
720351.03830, -0.326, 0.775, 12.042
720351.05825, -0.077, 0.833, 12.851
720351.07836, -0.187, 1.000, 12.301
720351.09821, -0.364, 1.254, 9.974
720351.11812, -0.393, 1.225, 9.361
720351.13831, -0.187, 0.895, 10.261
720351.15812, -0.048, 0.473, 12.258
720351.17811, -0.072, -0.029, 12.938
720351.19822, -0.201, -0.183, 12.291
720351.21801, -0.690, -0.139, 9.959
720351.23798, -0.316, 0.363, 8.633
720351.25807, -0.230, 0.617, 8.925
720351.27791, -0.043, 0.306, 9.873
720351.29785, -0.220, 0.196, 10.376
720351.31824, -0.206, 0.234, 9.394
720351.33794, -0.077, 0.392, 8.542
720351.35774, -0.163, 0.507, 8.034
720351.37797, 0.153, 0.684, 7.723
720351.39778, 0.254, 0.967, 7.249
720351.41775, 0.043, 1.144, 6.899
720351.43771, 0.177, 1.010, 6.828
720351.45753, 0.168, 0.957, 6.847
720351.47755, 0.134, 0.904, 7.455
720351.49785, 0.153, 0.962, 8.168
720351.51785, -0.034, 1.000, 7.613
720351.53737, 0.335, 1.034, 7.714
720351.55775, 0.148, 1.086, 8.456
720351.57729, 0.101, 1.225, 8.489
720351.59742, -0.062, 1.326, 8.504
720351.61759, -0.263, 1.201, 8.561
720351.63734, -0.091, 1.091, 8.666
720351.65777, 0.417, 1.580, 9.073
720351.67751, 0.560, 1.656, 9.533
720351.69724, 0.402, 1.608, 9.385
720351.71722, 0.340, 1.675, 10.002
720351.73735, 0.278, 1.570, 10.634
720351.75700, 0.565, 1.656, 10.826
720351.77698, 0.819, 1.943, 10.687
720351.79710, 0.843, 2.025, 11.137
720351.81679, 0.134, 1.465, 11.530
720351.83711, -0.172, 1.125, 11.645
720351.85699, -0.096, 1.153, 11.065
720351.87678, -0.345, 1.378, 9.988
720351.89660, -0.330, 1.153, 10.074
720351.91682, 0.038, 0.995, 10.711
720351.93654, -0.067, 0.852, 11.626
720351.95644, -0.555, 0.248, 11.769
720351.97654, -0.263, 0.536, 10.797
720351.99657, 0.096, 0.497, 9.782
720352.01650, 0.498, 0.521, 9.969
720352.03661, 0.905, 0.349, 10.218
720352.05640, 0.666, 0.454, 10.261
720352.07640, -0.488, -0.116, 9.514
720352.09635, -0.445, -0.072, 9.217
720352.11640, 0.086, 0.584, 8.245
720352.13632, 0.096, 1.082, 7.517
720352.15626, -0.484, 1.053, 8.097
720352.17645, -0.570, 0.727, 8.365
720352.19606, -0.828, 0.550, 7.761
720352.21651, -0.484, 0.789, 7.493
720352.23624, -0.177, 0.900, 7.565
720352.25589, -0.043, 0.986, 7.608
720352.27610, 0.163, 1.278, 7.828
720352.29577, -0.177, 0.976, 7.919
720352.31574, -0.120, 0.995, 7.374
720352.33575, 0.029, 1.249, 7.642
720352.35548, -0.182, 1.388, 8.020
720352.37543, -0.474, 1.503, 8.020
720352.39562, -0.742, 1.163, 8.307
720352.41569, -0.426, 1.350, 8.590
720352.43552, -0.373, 1.666, 8.556
720352.45569, -0.699, 1.685, 8.341
720352.47556, -0.977, 1.345, 8.370
720352.49529, -0.522, 1.422, 8.753
720352.51536, -0.215, 1.848, 9.294
720352.53544, 0.053, 1.656, 10.026
720352.55506, -0.306, 1.331, 10.481
720352.57521, -0.330, 1.278, 10.318
720352.59513, 0.081, 1.747, 9.528
720352.61492, -0.603, 2.034, 8.853
720352.63512, -0.096, 1.824, 9.184
720352.65497, -0.412, 1.570, 9.715
720352.67483, 0.225, 1.307, 10.194
720352.69491, -0.148, 1.029, 10.960
720352.71487, -0.484, 0.483, 10.548
720352.73474, -0.570, 0.651, 10.098
